"","cellSource","probe","age","patient","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","ACTA2","ACVR1","ADGRE1","Aim2","ANGPT1","ANPEP","Bcl2","Bcl6","BMP5","BMP7","Ccr1","ccr2","ccr3","ccr4","ccr5","ccr6","Ccr7","CD14","CD24A","cd28","CD36","cd3e","CD3E","cd4","CD4","cd40","Cd44","CD44","CD74","cd80","CD80","CD83","cd86","CD86","cd8a","CD8A","Ceacam1","CLEC7A","COL11A1","COL1A1","COL1A2","CSF1","CSF1R","CSF2RA","CSF2RB","ctla4","Cxcl10","CXCL13","Cxcr3","Cxcr4","DES","EGFR","FAP","FCGR1","FGFR1","FGFR3","FGR","FLT4","foxp3","Fyn","gapdh","gata4","GCG","GFAP","GHRL","GM13889","gsk3a","gsk3b","H2.AA","H2.DMA","HIF1A","Hprt","IAPP","icam1","ICAM1","ICAM2","Icos","ICOSL","Ifi44","Ifi44l","Ifit1","Ifit3","ifng","IFNG","Ifngr1","IGF1","IGF2","IL.21","il10","il12b","Il12rb","il17A","Il18r1","IL1A","IL1B","il1r2","il2","il25","Il27","Il27r","il2ra","il3","IL34","il4","il4ra","il5","il5ra","il6","il7","il7r","INS1","INS2","Irf1","Irf2","Irf4","Irf7","Isg15","ITGAX","ITGB1","Jak1","Jak2","KDR","KLF5","LCK","LEPR","Ly6e","LY75","Map2k6","Mapk8","MMP1A","MMP2","MMP3","MMP9","Mx1","NFATC1","nfkb1","NLRP3","Nur77","Oas1b","Oas2","Oasl1","Pd1","PDGFA","PDGFB","PDGFRB","Pdl.1","PDPN","PECAM1","ppara","pparg","ppargc1a","PPY","pten","PTGS2","PTK2","Rsad2","RSPO1","SELE","SFRP1","Socs3","SPP1","SST","Stat1","Stat3","Stat4","Stat5","Tbx21","TEK","TGFB1","Tgfbr2","TIMP1","TIMP2","TLR3","TLR4","TLR7","TLR9","TNC","tnf","Tnfaip3","tnfrsf1a","tnfrsf1b","TNFSF11","Traf2","Vav1","VCAM1","VEGFA","VEGFB","WNT2B","WNT4","Zap70","ZAP70","Zeb2"
"23","tissue","none","islets","3","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_3_IS_doublet_none_A3",3,0,0,0,0,0,3.0193502384079,2.4419555653614,7.0955270074771,0,0,0,7.9873779344347,0,0,0,9.507534946872,0,7.7292745519523,0,0,0,0,0,0,0,0,0,0,9.6460086803625,0,0,0,0,0,5.7812946649181,5.8907003162918,0,0,0,1.7940704759226,0,6.2324378434138,7.7519758971871,0,6.843042388493,0,8.2782123825507,9.8034681457782,0,0,7.8223006670542,0,0,0,7.9620670968092,7.1459728122764,0,0,0,0,13.8421271190107,0,17.7043640749693,0.423350705956501,7.8132678332517,6.9038422799511,0,6.0583526967957,8.7430283869716,8.0061169454191,0,7.427669927026,3.0907468465117,0,0,0,0,0,8.8096555138753,0,0,10.8903978980157,0,0,0,0.856609421075,0,0,0,0,0,0,0,0,2.5693362656446,0,0,0.0365944555306008,0,0,0,0,0,0,0,0,0,0,0,0,4.8800026241373,12.7062235947583,7.6228726652008,0,0,3.7390624821386,8.3831848455649,7.1795143730782,7.243792997571,0,0,0,0,0,0,10.5289974333239,7.0408961262065,0,0,0,0,0,1.9355107852777,0,0,7.2598212565079,0,0,0,0,0.399028680741299,0,0,0,0,7.7109711937003,0,0,0,0,0,0.00916031931310002,0,4.1746281235138,0,0,0,0,0,0,1.5376575771756,12.2118686448228,8.1459539992416,4.1408044355795,0,4.2350843245807,0,0,0,0,0.4201871503276,0,0,0,0,0,9.0132705014751,4.2272049907013,0,0,0,0,7.6684148467445,7.3919653672656,0,7.1298025134486,4.0564140914479,0,6.6120171380885,0,0,0
"30","tissue","none","islets","36","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_36_IS_doublet_none_C12",4,0,0,0,0,0,2.7369728193927,3.5287495412365,6.5799218513313,2.3218554374575,0,0,6.2782126233976,0,0,0,7.0020708774468,0,7.2434188563126,4.9837200025172,0,0,0,0,0,0,2.7926191048877,0,0,6.6112589871713,0,0,0,0,0,5.4178501993255,5.2359182347077,0,0,0,0,0,0,5.4499757023584,0,0,0,0,8.3110309218375,0,0,0,0,0,0,8.4970601047051,4.004697092457,0,0,0,0,13.7798758690698,0,20.3883792374934,0,0,7.0416801721114,7.8772844536261,8.2033275090372,7.5095557512961,8.0165420227095,8.1808673238466,9.5786550668508,7.082653430852,0,0,0,0,0,9.443629632914,0,0,8.9787911387347,0,0,0,3.761685331901,0,0,0,0,0,0,0,0,3.2853189844848,0,0,0,0,0,0,0,0,0,0.147017626568001,0,0,0,0,0,5.896928058496,14.8643630705785,7.0145660217255,0,0,7.649717401689,8.76640434874,1.1576860125935,9.7910842370186,7.2509449310673,7.5929214584691,0,0,0,0,11.4057451082082,0,0,0,0,0,0,4.0744878706637,0,0,9.819466699634,0,0,0,0,0.2091637023521,0,0,0,0,0,0,0,0,0,0,0,10.029570797797,7.5163425877938,0.4453198369619,0,0,0,0,5.0125089576761,5.8178227503681,7.4611853758746,0,9.3787220443471,0,0,0,0,0,0,0,0,0,0,0,0.930352305517999,9.103196545131,3.0920589385738,0,0,0,0,0,6.3823461983491,0,11.0058748446568,4.9377091176937,0,10.0547929627449,0,0,0
"67","tissue","none","islets","7","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_7_IS_doublet_none_A7",4,0,6.0873451823968,0,0,0,7.1430091105188,6.6705334540594,0,0.3473858495448,0,0,9.0509693889724,0,0,0,8.8114720687503,0,4.8297112078132,7.0919273263066,0,0,0,0,0,0,3.7029919366634,0,0,1.9029989691286,0,0,0,0,0,2.2346197028407,2.1177792938301,0,0,0,0,0,0,0,0.245815416656601,1.9822057832692,0,8.1452461543516,9.1591745845504,0,0,2.2693767383196,0,0,0,0,0,0,0,0,6.1807290437189,13.5802822749757,0,20.0263991742308,0,5.1446100661792,3.5236615114057,10.1712996624789,8.256095454335,6.2456528690085,6.0407557699685,8.9270377027106,9.6266084139759,6.1314659783577,0,0,0,0,0,4.2549342610582,0,8.2718672402802,9.629836058607,0,0,7.2024264835828,0,0,0,0,0,0,0,0,0,0,0,0,3.8324980509959,0,0,0,0,0,0,0,0,0,0,0,0,5.3143355564648,13.5439429793962,5.5077736251766,8.9877682968205,0,4.1940215808381,5.4943727581009,5.3013501057254,9.3726507956245,8.7112108271211,8.4289123312787,0,0,0,0,10.785309098922,0,0,0,0,0,0,0,0,0,3.056765558248,0,0,0,0,0,0,0,0,0,7.4274817074269,0,0,0,0,0,0,9.6465751618353,5.1688958319764,0,0,0,0,0,4.2271995865243,0,13.6800926419492,0,7.4052738288398,0,6.5045956453861,0,0,0,0,2.1034677662164,0,0,0,2.4975038216505,0,0,2.5147966659606,0,0,0,0,0,6.3885178850574,0,10.8250278195763,3.1699079280595,0,6.0017521514059,7.7025852192015,0,0
"57","tissue","none","islets","60","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_60_IS_doublet_none_E12",4,0,7.922885895823,0,0,0,0,6.9900115025596,0,0,0,0,8.404319199614,0,0,0,0,0,0,7.5167257962894,0,6.6457606460018,0,0,0,0,0.258803069174501,0,0,2.7142887874351,0,0,7.538260313511,0,0,0,0,0,0,0,0,0,7.7068323247252,0,6.4400734978849,3.2021922987072,0,6.5189726148864,1.3759952758755,0,0,0,0,0,0,8.5772475002491,6.3532670422554,0,0,0,0,12.2521943517216,0,20.5768811342148,0,0,0,9.0434429847241,10.8699427010025,0,0,9.1125867784141,9.2474350517275,5.5082534005465,5.5302886160992,4.0709731843652,0,0,0,0,0,0,2.902938056556,0,0,8.203996940914,0.324560710155001,0,0,0,0,0,0,0,0,0,0,0,5.0668372285724,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5621412412614,10.1838465422417,10.1725924502631,0,7.3478729305713,6.8399018358529,0,10.1961988808726,8.9609334419116,8.4043691530614,0,0,0,0,13.2540713935015,3.684367940617,0,0,0,0,0,0,0,2.3712932820727,9.1389688383118,0,0,0,0,0,0,0,0,3.7460317272276,7.3866584440248,0,0,0,0,0,0,10.3892703736427,0,8.7787085995086,0,0,0,0,3.2543678256659,0,13.226481005418,8.309123077409,9.6083078162843,0,0,0,0,0,0,6.3138395738874,8.0251903447786,0,0,0,0,0,3.9735399039985,0,0,0,0,0,6.6904436284705,0,11.8395452610864,7.8024623913646,0,10.300088077905,0,0,0
"21","tissue","none","islets","28","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_28_IS_doublet_none_C4",3,0,0,0,0,0,7.2204166768577,7.7730834884103,0,0,0,0,9.4025864087018,0,0,0,9.4918447623425,0,9.7350106002062,8.5719396969048,0,0,0,0,0,0,0,0,0,6.7510722479388,0,0,0,0,0,4.716372410019,3.8830214702487,0,0,0,6.1617113598426,0,0.0884943580634996,8.753696456173,7.1359143005948,8.771908660069,0,9.0884200825007,9.8045430642855,0,0,9.2854867136264,0,0,0,8.4812470879043,9.6046307180541,0,0,0,0,14.9566675829746,0,0,3.3487248172718,8.0338053929258,8.121149569522,3.2084723151796,0,9.9883622399558,8.8288249616726,0,0,0,3.4675813554856,5.0689723410322,0,0,0,9.2617659245386,0,0,11.5017287116005,0,0,0,0,8.3513655323204,0,0,0,0,0,0,0,0,0,0,7.3168313897629,0,0,0,0,0,0,0,0,0,0,0,0,8.7127205410457,8.7408016433786,8.6774276734699,0,0,5.2541382654003,10.1219816606989,8.4311571965875,0,0,0,0,0,0,0,10.0256236679503,0,0,0,0,0,0,1.146764861687,0,0,9.096717535592,0,0,0,0,0,0,6.5030409865219,0,0,0,0,0,0,0,0,3.3090018561258,0,9.253356078376,0,0,0,0,0,4.2590150874609,0,6.9826853079818,0,4.6894575172015,0,7.2802054916357,0,0,0,0,7.3396517669143,0,6.2909039794578,0,2.094314382022,0,10.178112946505,5.3909859990709,0,3.5048984407227,7.062499414834,0,0,8.7845679042683,0,7.6068547446959,4.4333527596658,0,0,0,0,0
"81","tissue","none","islets","82","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_82_IS_doublet_none_G10",4,0,8.2928523218789,0,0,0,0,0,7.6613466819945,0,0,0,9.2698734212845,0,0,0,0,0,6.4273689152135,0,0,0,0,0,0,0,0,0,0,3.7637301603955,0,0,9.0945629718176,0,0,2.5082198736546,2.5345816312419,0,0,0,0,0,0.6002355891873,5.7125296570657,0,0,0,2.3531337581813,2.5922919067475,0,0,5.6504229291131,0,0,0,10.7241011723341,0,0,0,0,8.3269453688782,13.1276776102684,0,20.9508855040056,0,6.2375582163496,0,10.680758238065,8.9411078559757,0,7.157050003275,9.0807677820553,9.5142084434398,8.5836929190181,1.4581668855071,2.4589533331601,0,0,0,0,0,0,8.0759289615639,0,0,7.8163778147378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5802645957488,13.0222568708163,9.2744402172264,10.8573410096322,0,0.738439965939602,0,0,11.633780734197,10.4456306607422,8.6824084527119,0,0,0,0,11.9423700117703,0,0,0,0,0,0,0,0,7.0569930932689,8.9933385155857,0,0,0,0,0.5957749440045,0,0,0,0,9.9994791302404,0,0,0,0,0,0,10.3249894209526,0,0,0,0,0,0,4.96927575855,9.2790345309306,7.7199558409898,9.6862667122211,7.8297303340791,7.195409960833,7.4556386882737,0,0,0,0,0,9.8704855453367,7.3682244930133,0,0,0,0,0,0,0,0,0,9.0522198713848,0,0,12.7103489620257,5.6166912277327,0,9.9224384051557,0,0,0
"76","tissue","none","islets","78","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_78_IS_doublet_none_G6",4,0,8.2728203572301,0,0,0,6.4960310356699,0,0,0,0,0,8.8032900912806,0,0,0,7.5181818674603,0,2.1838155414172,0,0,0,0,0,0,0,0,0,0,11.3449395377686,0,0,0,0,0,4.0881329127552,3.6236709218104,0,0,0,0,0,7.0182304274024,0,0,2.285891969793,0,2.3156588187936,0,0,0,5.2121611386911,7.8898702555319,0,0,8.0414864704914,7.1087621567359,0,0,0,6.9331189223698,12.9270298574434,0,20.4705206318769,0,7.0268590580224,0,9.9564443885063,8.1026580293317,6.4732375009034,4.2256322507227,10.0589220434977,7.3697263450605,0,0,0,0,0,0,8.0808568308759,0,0,9.4754864065846,0,0,0,0,9.9019093770091,0,0,0,0,0,0,0,0,0,0,1.8527926642955,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3452278923098,10.2673222665308,9.4478930505547,0,3.7868332396056,8.2916975761657,0,10.2698490190243,6.6709321904649,7.8166428858765,0,8.0955769650258,0,0,11.6358268938683,0,0,0,0,0,0,0,0,7.7345130829148,0,0,0,0,0,0,0,7.180469409759,0,0,0,0,0,0,0,0,5.6120895137086,10.4296101394402,5.2257207220223,8.0411083059364,0,0,0,0,5.7907454784312,0,0,7.1519765731242,10.8577257004971,0,6.8576784513967,0,0,0,0,1.2800647164767,6.8542047315651,0,0,0,0.037393815301499,6.8315445032347,4.2247143452989,7.6394568041583,0,2.2222116636393,0,0,0,0,11.3149858235216,4.5163016118368,0,8.1673878603418,0,0,0
"7","tissue","none","islets","15","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_15_IS_doublet_none_B3",4,0,0,0,0,0,8.1260115001571,3.9427903477499,0,0,0,0,8.3496340378994,0,0,0,3.6621394848785,0,2.4232390994522,0,0,0,0,0,0,0,2.1480646431393,0,0,13.399224626337,0,0,0,0,0,0.9440268524522,2.7994314197786,1.0977882773254,0,0,0,0,0,5.3422055354512,2.9184769563672,5.5223867716273,6.9086930948279,0,9.0432016325303,0,0,7.6043709644225,0,0,0,7.1984259412131,1.7244901503993,0,0,0,0,13.5751793340604,0,20.6221427545595,0,6.6135490537916,0,10.2905492712426,8.5783246767649,10.4873799910911,0,8.8222124750384,0,5.9735469853112,0,0,0,0,0,9.1384110074797,0,0,8.956800592497,0,0,5.4720462460795,0,6.4217098121438,0,0,0,0,0,0,0,4.173310933618,0,0,4.7164768409797,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1518090926395,8.8958195972943,10.0991537977128,0,0,6.5076168435028,5.9842917720901,9.8421429378016,9.0939777855161,7.5994202064255,0,5.221853586404,0,0,11.8435991329965,0,0,0,0,0,0,0,0,0,9.621870331046,0,0,0,0,0.765738427144498,0,7.0426523625944,0,0,8.5158895641901,0,1.6591633128648,0,0,0,0,8.7018882848029,5.0752262097532,0,0,0,0,0,2.046628574923,6.698017318839,9.961018047589,8.7101747493257,5.969853268369,0,0,0,0,0,0,0,6.4165158613861,0,0,5.6665582929803,0,8.2069088434261,3.335213335953,0,7.7755543322095,2.5749159483305,0,0,2.1351503818287,0,10.9867202175748,0,0,8.3785017386279,0,0,0
"5","tissue","none","islets","13","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_13_IS_doublet_none_B1",6,0,6.6639614420495,0,0,0,2.2573540506667,2.4887427311255,9.7827317518235,0,0,0,7.8993479136886,0,0,0,8.1153824992429,0,5.3574242541837,13.1475048013013,0,0,0,0,0,0,2.4941352579355,3.7846385732249,1.3756438178162,4.6587356551859,0,0,0,0,0,2.275123517528,2.1694071943367,0,0,0,0,0,0,4.036646011833,5.9823039911016,7.217324126072,0,4.2676648746348,8.4325898164181,0,0,4.0701500513506,0,0,0,8.3848087872858,0,0,0,0,8.5508521302315,13.2836196723148,0,0,0,0,0,8.9412617180229,9.7834734759827,0,0,8.2065212757432,10.1239779720156,12.3133405055555,0,0,0,0,0,0,0,0,6.8707804986201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0039183304272,13.9125430228032,10.6762210453347,9.6835986999268,0,0,5.1918320296928,0,9.3368670779525,8.7079249277969,7.6372782476986,0,8.1206631042291,0,0,14.846629922771,0,8.6126064787539,0,0,0,0,0,0,9.311475734862,9.1356402115624,0,0,0,0,0.7157236048856,0,5.0530644303975,7.177156328314,0,0,0,0,0,0,0,0,9.9851975448879,6.7238721501233,8.1751607263615,0,0,0.773075547137498,0,4.3248171917268,1.8527527414581,19.9064350159001,9.7341391758866,10.4941859237136,0,2.115193073135,0,0,0,0,2.4963251455539,7.3620960617655,0,2.5455159089778,0,0,0,0,0,0,1.8225708876343,0,7.441495739465,0,0,9.9958218199513,5.991419750614,0,0,0,0,0
"59","tissue","none","islets","62","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_62_IS_doublet_none_F2",2,0,7.2643482520392,0,0,0,0,0,9.0057124242571,0,0,0,9.7574813114316,0,0,0,1.6063601595966,0,0,7.2407773267139,0,0,0,0,0,0,0,0,0,6.0039032423837,0,0,0,0,0,4.414593939192,4.2637709177032,0,0,0,0,0,0,0,4.286718762204,0,0,6.455312383893,4.6861952665422,0,0,0,0,0,0,0,1.7029052240797,0,0,0,8.3178286777154,14.5764055155484,0,0,0.243404162949499,0,0,10.8367440828033,10.7079815088437,1.6205470748591,0,9.2471584864936,11.4532267551508,14.9011466546325,0,0,0,0,0,3.9217414185093,0,0,9.5924661377328,0,0,9.6963424168624,0.328885727803399,0,0,0,0,0,0,0,0,0,0,0,5.2811218670534,0,0,0,0,0,0,7.6080277292712,0,0,0,0,0,11.9544166544475,21.5,7.8895991289606,10.7887540180702,0,9.5841399249181,0,0,10.0958646397583,11.4553686744031,8.7820572277791,0,10.8723356666671,0,0,11.5394692927157,0,0,0,0,0,0,0,0,8.1598872709274,0,0,0,0,0,0,0,8.5310706061951,6.2862873013904,0,8.5433938184293,0,0,0,0,0,0,11.3345189659837,7.6827596737027,8.6791966484552,0,0,0,0,5.5305411990607,0,0,0,11.3827827248668,0,6.5086022882035,0,0,0,0,0,8.1459037100588,0,0,1.9004068997285,0,3.7009663951462,0,0,10.0100032400114,0,0,8.3309795884118,0,0,13.0827749445632,6.7460587436814,0,0,0,0,3.2633884041507
"33","tissue","none","islets","39","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_39_IS_doublet_none_D3",3,0,0,0,0,0,7.7317973144149,8.261661228304,0,0,0,0,10.453378692233,0,0,0,9.9598714029325,0,9.4459527244443,9.1730791476917,0,0,0,0,0,0,1.4751530760198,0,0,7.8265110685838,0,0,0,0,0,4.5982828384099,3.6263579769135,0,0,0,5.5552474409836,0,0,8.8009240743916,5.9936268087585,9.4076380541346,0,9.8315270472207,9.7280763511775,0,0,8.9551760159132,0,0,0,5.2537118588364,7.2652320028726,0,0,0,0,15.0468852165127,1.5140977256912,3.6961020075044,1.3633190965652,7.2960858025937,8.3708706180342,2.956101430389,0,8.693128484103,8.7797521264267,0,0,0,4.1578305373809,5.0048582156856,0.9173492111942,0,0,10.288786955641,0,0,11.4936499373526,0,0,0,0.568550466311098,6.546976225359,0,0,0,0,0,0,0,4.4208275940293,0,0,7.4196873066439,0,0,0,0,0,0,0,0,0,0,0,0,7.5962011665326,2.9650719867608,8.9834667200671,0,0,5.867809599276,10.7627629278173,7.6461740300589,0,0.610905554711799,0,0,7.5743286164908,0,0,10.586963715902,0,0,0,0,0,0,2.8981263437801,0,0,9.9159570574411,0,0,0,0,0,0,0,4.7648019525372,2.147968555871,0,0,0,0,8.1064314352382,8.5959600861357,0.203975097844001,0,8.5093233453743,0,7.7777797560173,0,0,0,4.1075582123417,0,0,7.2750599709213,6.7622110475633,0,7.2959547071946,0,0,0,0,7.0265960756294,0,0,0,5.0961173972043,0,8.6934760402419,5.4162806537899,0,3.6238209539585,7.658887604743,0,0,7.2890153380303,0,9.2254103213911,2.4687110750147,0,4.7399883385038,0,0,0
"63","tissue","none","islets","66","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_66_IS_doublet_none_F6",2,0,7.7478875147207,0,0,0,10.0254043323188,5.9228772439987,0,0,0,0,8.6222928891137,0,0,0,4.381627941478,0,1.6252514917597,4.2383514081154,0,0,0,0,0,0,2.6206898797992,0,0,3.5416704014228,0,0,0,0,0,1.6190681305092,1.4136362427898,0,0,0,0,0,7.0948473154239,0,0,0,0,2.1254663104613,5.9420026569654,0,0,0,7.9784950046273,0,0,5.0563457389265,5.471047220162,0,0,0,0,12.9843176934785,0,7.6660781915795,0,5.2393875126733,6.1405679310772,11.1050845327433,9.4438749538494,0,7.8201059503585,8.7302875089481,9.2685111857412,13.271224557564,0,0,0,0,0,7.7461657578263,0,0,4.0414682443119,0,0,8.9759426748858,0,5.7007728533607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9750481600218,21.5,11.2969052021298,9.3060391718183,0,0,0,0,9.6912919068513,10.8383377061498,9.5985438120554,0,10.2102387400408,0,0,10.9771980068543,0,0,0,0,0,0,0,0,0,10.4314897214884,0,0,8.6120814145214,0,0.1510652989876,0,9.3198418698768,2.7718261113272,0,8.9566300382051,0,0,0,0,0,0,10.2577266614365,7.0545707473967,10.4888709554508,0,0,0,0,6.3655408345085,0,12.3681297529355,9.2554776834146,11.152077699,0,2.3431885025211,0,0,0,0,0,4.0671643620767,0,0,3.6237886773583,0,0,0,0,0.125448763810599,0,0,7.1838420347232,5.9771653826001,0,12.4619613777365,0,0,9.4680822628302,0,0,0
"66","tissue","none","islets","69","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_69_IS_doublet_none_F9",6,0,8.9757722614392,0,0,0,9.0147314083169,6.6628196522577,7.1297051166759,0,0,0,6.8813720196365,0,0,0,4.7238542512463,0,3.7347783392116,13.900972808883,0,0,0,0,0,0,0,0.2671236016905,0,13.1614779597255,0,0,0,0,0,0,1.0503722490172,0,0,0,0,0,7.979161681733,0,0,0.636957707868799,0,0,3.8396247249994,0,0,0,0,0,0,9.0804264762413,6.4464660850167,0,0,0,0,12.6893995511397,0,10.1727430716461,0,0,0,11.6317750123895,10.3088973355212,11.092817315839,8.0101733432453,9.6474830448556,9.9590211170087,11.2801332705514,0,0,0,0,0,0,0,11.5120671826836,11.6938207931858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1882263605534,13.620276598952,0.662631336488499,9.2906870989232,0,10.5308227926893,0,0,10.0962277096384,9.8593905239763,9.4479411982624,0,0,0,0,14.3991214685022,0,8.7303125474544,0,0,0,0,0,0,0,4.5047450125926,0,0,0.563699560122402,7.209943524541,0,0,9.0283628908079,0,0,11.6636224273998,0,0,0,0,0,13.1581380540294,11.3449677331835,0,0,0.0328171481577009,0,0,0,3.0251195321398,9.4383449077157,19.8403824148037,12.1857848264389,9.0330774931276,0,6.5280286225339,0,0,0,0,7.0557225485387,0,0,0,0,0,0,0,0,9.4430945436208,0,0,7.3578290623702,0,0,11.5431319856789,3.6471641170268,0,0,0,0,0
"46","tissue","none","islets","50","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_50_IS_doublet_none_E2",4,0,8.591001428921,0,0,0,3.9709427796227,7.537541765065,9.2892355787889,0,0,0,4.0364994152856,0,0,0,4.5306448044495,0,7.4551620964555,1.3409225231257,0,0,0,0,0,0,2.8649462844879,0,0,4.1004456069709,0,0,0,1.9401438123909,3.1964802834766,2.3585677727962,3.4104803366613,0,0,0,1.1379704178929,0,0,6.3733831075015,1.1479980382941,0,0,7.7778916362347,8.5335110522172,0,0,0,0,0,0,8.5562420653805,4.033344712882,0,0,0,0,13.879866561774,0,14.0867090630215,0,6.9104462120643,7.5780410570523,10.753488130881,7.6274532876962,1.6425550442536,8.5564336338108,9.1392766218993,9.5294694047705,7.3681580685727,0,0,0,0,0,8.5133593555134,0,0,10.5323011205316,0,0,0,0,6.3057711015571,0,0,0,0,0,0,0.713554617869502,0,0,0,0,0,0,0,0,0,0,8.2435735179701,0,0,0,0,0,6.8701332369165,15.5846083016073,9.395360516059,9.1421048570764,0,0,7.6351321561795,6.8496201180321,11.0179087049887,8.892669124138,7.3141271490711,0,0,0,0,11.4972874069199,6.8471306660597,0,0,0,0,0,1.2000113844846,0,0,10.0876968654106,0,0,0,0,0,0,7.8671531008066,0,1.229166167695,8.8530709514429,0,0,0,0,0,6.5290152469782,10.9086847745677,6.1391043821732,0,0,0,0,0,0,2.5965490128135,0,8.2762815254794,10.6280774829389,0,5.643820855558,0,0,0,0,0,7.8696785509963,0,0,0,0,9.3010120671347,1.4739798018817,0,2.3557080344151,6.0209016312693,0,0,5.4992696082969,0,11.9447530956416,4.8837982364039,0,9.1730401614138,0,0,0
"4","tissue","none","islets","12","tissue.none.islets","FR.islets","tissue","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_12_IS_doublet_none_A12",2,0,8.5539439742926,0,0,0,8.5655427165215,0,0,0,0,0,9.2985226954851,0,0,0,8.8770536018785,0,7.8205163097952,8.1862362282774,0,0,0,0,0,0,0,0,0,4.6355722637941,0,0,0,0,0,2.7182062265785,3.4437661442859,0,0,0,0,0,5.9523755797874,7.2623544614203,3.4771514133758,7.2614319419242,0,7.6573399752528,8.1077667563553,0,0,8.0125321264274,7.7207171791101,5.1896141780222,0,4.9088056255048,7.7912139068489,0,0,0,0,13.9205906991135,0,8.5704185532581,0,6.6303184645546,6.6714455758475,9.5714860653719,6.234712008707,7.2139323609189,0,0,9.4238008177341,13.3083476405935,3.1100875142613,3.2412888537823,0,0,0,1.0871730357565,0,0,9.9212823293998,0,0,8.2844893223626,5.1244171442687,9.0340814647732,0,0,0,0,0,0,0,0,0,0,4.6234847055531,0,0,0,0,0,0,0,0,0,0,0,0,11.0272956126252,21.5,7.5080782429558,8.3799317241407,0,0,8.9043176830597,5.035307754002,8.1704415659741,6.9909462236397,7.2573784445299,0,7.4741973244248,0,0,10.0239745935077,0,0,0,0,0,0,0,0,0,8.2422417143383,0,0,0,0,0,0,0,0,1.3212749926189,0,0,0,0,0,0,0,9.5700284529196,4.1845786105324,8.3933874032706,0,0,0,0,0,2.0468895016264,9.372507565997,0,9.3521477077145,0,7.5019123977231,0,0,0,0,0,6.7941538707896,0,0,5.9148993906777,0,7.1005441758707,3.3683337970676,0,1.8224268341176,3.4528145643645,0,0,6.7295728429862,0,10.1684570414866,5.507200006099,0,8.051479075759,0,0,0
