"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","gapdh","Ifit3","cd4","Jak1","nfkb1","pten","il25","Irf1","Irf7","Ifi44","Bcl2","Cxcl10","tnfrsf1b","Stat5","icam1","il2ra","il4ra","Tgfbr2","Tnfaip3","ccr2","cd3e","Ccr7","Cxcr4","Ly6e","cd8a","gsk3a","Stat1","Vav1","Fyn","Stat3","Aim2","Isg15","tnfrsf1a","ctla4","ccr6","il7r","Irf2","cd28","gsk3b","Oas2","foxp3","Traf2","Zap70","Il12rb","Socs3","Hprt","tnf","Pdl-1","Icos","ccr4","Ifngr1","Jak2","Ifit1","Map2k6","Il18r1","Il27r","Pd1","Stat4","Cxcr3","IL-21","il1r2","Rsad2","Mx1","Irf4","Nur77","cd40","ccr5","Ceacam1","Oasl1","Oas1b","Bcl6","il2","Mapk8","cd86","ccr3","ifng","ppara","Cd44"
"140","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_B10",2,15.1613450527995,11.8117445535441,10.3593907480623,0,0,10.4976057117765,0,0,0,0,0,0,0,0,6.2013065498573,0,0.217315254734199,11.2234911513,9.4822841714303,4.170475415431,11.6089291702459,9.1056473968177,10.4889565935804,9.2631604877895,4.3860992425228,0,8.6703747629506,8.3633302688769,10.6131103232363,7.363076231299,0,10.004912401092,9.7340126550001,0,10.5094822507561,7.6764267864671,8.3088059868891,7.9790749744009,0,0,0,0,7.0733700572304,0,2.7381991954858,8.9427813631337,3.3999352278324,0,8.7964794438927,0,8.0653221040261,0,0,0,0,2.8233073552811,0,9.7421708202616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_C9",2,15.4364230742281,11.5675177674946,11.6588701446363,0,0,9.8051575468682,0,0,0,0,5.2847407093243,0,0,0,7.4009288042861,0,0,10.330071532771,10.1047869552011,6.7930466998712,11.4479956579863,0,11.2631334641823,6.5340516643351,5.2741163182354,7.512534028757,0,6.3447229383324,9.7573971043302,9.4901978809233,0,10.2180042438498,6.6767850092362,0,9.3997577592669,10.3182140868636,11.438362779348,10.3504767809924,7.3338264689383,0,0,0,0,0,0,9.0323983628836,1.1736928457839,0,10.0192228055666,0,8.1565735424004,7.9126936785491,0,0,0,0,0,7.1118109484751,0,0,0,0,0,0,0,0.576231762454501,0,0,0,0,0,0,0,0,0,0,0,0
"150","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_E11",2,14.7187618383012,10.3968965716399,0,0,0,7.9288383485031,0,0,0,0,5.2858318181389,0,0,0,6.9596336518397,0,0,0,11.1696516964875,5.5342866664919,12.1050459783721,0,7.4927438478575,9.1227021560154,4.9104032907562,5.6295954067743,9.5833992170079,9.5158901232901,9.6824659211352,7.1902436014098,0,8.5646578016941,0,8.0676089318375,8.6327028288661,8.4579959797887,7.0043938183393,9.2174008490434,8.3880929984426,0,6.711356431968,0,8.0420346095253,0,0,0,8.5620287328536,0,8.8432595959553,0,10.0712707216328,0,0,0,10.7840053723977,2.8581599820988,9.7444741891361,0,0,0,0,0,0,0,0,0,0,0,0,5.9689981849324,0,0,0,0,0,0,0,0
"128","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_F7",2,15.217878575875,11.2332605141782,11.1898131246981,0,0,9.7064036538315,0,0,0,0,5.6318706670161,0,0,0,0,0,0,10.4918240242927,10.9652668117083,6.4040190274055,12.4066196026493,9.9830882819126,10.6477043312614,9.5545980421872,4.3392969347609,5.7637879252332,11.0286097297984,7.7426908590908,9.3007701493861,10.1258479669791,0,10.6181308186622,6.5557932232527,0,9.8311603535873,8.3695699320571,0,8.8095217723916,0,0,0,0,9.9647840169656,0,1.9826659409337,7.9099841656993,4.9881133761634,0,0.214314605591301,0,9.0650737489951,9.0930284191537,0,0,0,0,0,9.6849148066527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_B12",2,15.1480390732156,11.4206276404857,10.6753032295863,0,0,9.2852845848328,0,0,0,0,5.2466415741466,0,0,0,4.4558433821089,0,0.0189470529892013,9.2705193607562,9.5930076351994,7.0078697662753,12.2541335470593,10.3183954897996,10.5437817869219,8.8589784351383,3.4868484392934,6.9304046779974,12.0501435862748,8.7736565305535,10.6385735106177,7.1844813078964,0,9.8581605360544,9.0352703936464,0,8.8683804543992,10.386594965353,7.9506891598027,10.4323762245802,5.5511128373295,0,0,0,7.5650031161976,0,0,0,3.3131653020144,0,7.3472345657009,0,7.4679403162965,0,0,0,0,0.729500628882899,0,7.4401726746281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_B6",2,15.0148288609443,11.6541947196118,10.8494986896238,0,0,11.4822714269402,0,0,0,0,4.52863342576,0,0,0,6.7265989632836,0,0,9.5251531404122,8.6527748292421,6.1679842647237,12.7979219814775,10.7161837230874,9.3730226730433,8.9252378310539,4.8950086071596,8.3275168997085,8.5259703804754,8.5618233977868,11.3682821245771,10.2364083638513,0,9.4280988076029,9.7804454836913,0,9.5809079732802,0,7.1933495045664,10.1271004014091,9.2550203672375,0,0,0,9.7568756428932,0,0,8.3836521107834,2.8190719987313,0,0,0,0,8.1848952200681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4951652516383,0,0,0,0,0,0,0
"19","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_G1",2,14.9767697718581,9.37174787165,9.3744895796933,0,0,10.5514296801161,0,0,0,0,3.8340658256716,0,0,0,0,0,0,0,10.2558880964892,8.3991859482532,13.6821574859436,0,10.5526855533638,11.4570754356689,0.934580106509799,9.0782675790482,7.9671944012678,7.9562209078768,0,9.2428533362991,0,8.980140916354,0,0,8.9748400274544,11.9679632809614,7.9355483401985,10.5780491258456,8.2156842367716,0,0,0,10.6000187503989,0,2.2877358406687,9.6373023187656,0,0,9.0512010748407,2.0439150114729,10.6351941844363,0,0,0,11.3761274214779,6.0828783200584,0,0,0,0,0,0,0,0,6.6969962627326,0,0,0,0,0,0,0,0,0,0,0,0,6.6618609621509
"59","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_A6",2,14.9228320217196,11.3024841359671,8.9875547534026,0,0,9.7570649889245,0,0,0,0,6.800592478356,0,0,0,4.6867111335763,0,0.4589512627253,11.0821094322876,8.6015661865637,5.8953591381408,12.7741844981876,11.2194096896437,9.4177743346973,9.1003051046994,0,6.3960472066441,8.8028485879419,9.3933579747681,10.741080366091,10.2507582732312,0,9.6798922700727,4.2368195215115,0,10.3243080369049,8.1728432350538,9.9667568531102,9.7447391844971,8.6875898910054,0,0,0,7.7501840827092,0,1.4667385661739,7.5382721538472,2.517820929636,0,1.7686507377812,0,0,0,0,0,0,5.5641896956975,0,7.5605389082226,0,0,0,0,0,0,0,0,0,0,0,6.3008777181378,0,0,0,0,0,0,0,0
"12","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_D3",2,14.9838373866913,11.4561871624946,9.0511022878641,0,0,9.9774546023319,0,0,0,0,5.4005227331713,0,0,0,4.371238248832,0,0,11.7543229463459,10.2307468707064,6.7430538295266,12.1444231762974,9.3857254566994,10.9235335690193,11.3031368413674,3.3749215629631,5.6231003071444,0,9.3350100225071,10.6399808322541,6.6965541256625,0,9.7341984757491,7.6481050834815,0,9.7454304793077,10.4611460958176,6.2095979254311,0,8.4802045182753,0,0,0,7.5712917920378,0,0,9.6863471053743,7.04827127375,0,0,0,7.7638885086952,0,0,0,0,6.0174062399853,0,9.2231366836306,0,0,0,0,0,0,0,1.6547641030836,0,0,0,0,0,0,7.7937057640374,0,0,0,0,0
"141","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_B11",2,15.2355304495954,10.8243711188183,9.5076096137232,0,0,9.0825543218054,0,0,0,0,5.1120845080122,0,0,0,0,0,0,10.2990947559696,9.6530244543758,6.5590742130267,12.9849929969236,10.5770598445759,11.7280843360123,10.1942078862808,4.591045112645,7.3767751957995,0,9.3090226744787,10.5798129400893,8.1386441939374,0,9.6215414371623,8.3089868162787,0,9.7313615612019,7.6479944234474,9.1937817270493,9.8053088951425,6.7066439729298,0,0,0,8.1272312617642,0,0,9.305276291194,2.003034102972,0,0,0,8.8792337404297,8.131660006484,0,0,9.7260574894562,0,0,0,0,0,0,0,0,0,0,4.2321757663209,0,0,0,0,0,0,0,0,0,0,0,0
"6","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_B3",2,15.3058723429055,11.9055501107816,9.5771952775502,0,0,10.3123463222784,0,0,0,0,5.3979599150933,0,0,0,4.7024350356368,0,0,11.0267246426297,11.5056201147264,6.9220210933672,12.5382456428748,11.3237041987501,10.1276682038568,10.3185059863978,5.6070888317459,2.6646910047735,13.0627400455953,8.2239868880385,10.9376600180928,9.6261628539858,0,9.8197760433061,5.25521423336,0,0,11.7205832040603,9.0004335868594,7.352872716547,8.5382218238954,0,0,0,6.6864133577496,0,0,7.6422333657976,4.0953340560196,0,0,0,10.7053879238148,10.0330130252265,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1810871354758,0,0,0,0,0,0,0,0,0,0,0,0
"4","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_B1",2,14.802674975161,11.1468850029005,10.9398384828374,0,0,9.6031017369054,0,0,0,0,3.9803087584593,0,0,0,4.3297262042351,0,0,9.9838944910014,7.4447296525425,5.4503704470288,12.8964954407653,9.8354785310366,10.8289776115337,10.9879803496464,0.668595447635902,6.728599144032,10.5871644564714,9.7739017778525,9.5985669567645,9.4494160948402,0,9.7570786548613,4.2923564593787,0,9.8536005425794,10.394781591357,8.6170281020369,0,6.2966055394419,0,0,0,8.9730396547272,0,1.2378644244984,9.1921688548271,6.9282636162068,0,0,0,8.3443442306412,8.5876572613116,0,0,0,4.9002092902589,0,8.729024568309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_E12",2,15.0008396220023,10.4032347091796,11.4551718772424,0,0,9.5771411645383,0,0,0,0,2.7266826482913,0,0,0,5.6818769513388,0,0,7.6723538381179,9.0539496506214,7.9579131456535,12.3594842765511,9.7481271824392,10.0791826120092,8.3989271150755,5.1431256876312,6.7882745633337,11.2813053068345,9.2284732355448,10.0185296570543,8.5201356030742,0,10.1307231781367,5.6302228543472,0,9.9517130218963,10.2454573801755,10.2514883403223,8.9326048272204,0,0,0,0,8.0815529372837,0,0,6.875765731995,2.3194562443697,0,1.5026680494199,0,8.5621808239112,0,10.3999551771258,0,0,0,0,7.3064920205129,0,0,0,0,0,0,0,0,0,0,0,5.6340036885499,0,0,0,0,0,0,0,0
"132","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_G8",2,14.7188066312383,10.622884201494,10.6077465436502,0,0,9.0672191560149,0,0,0,0,5.7392086720108,0,0,0,0,0,0,7.4934357514849,7.4370872152352,6.4432612296831,12.6216930383908,8.6497539887811,9.5027373117195,10.0669973021776,0,6.6571926450887,10.6714990721888,8.2594328734567,10.0640617532475,9.2237725057483,0,9.1590935250077,7.519766992556,9.3890288380454,9.0612994946076,0,9.3824430572515,7.179518888761,8.1712489020148,0,8.2113737346028,0,9.9824890747086,0,0,8.7276380596904,1.6338829832599,0,0,0,7.3484403300283,0,0,0,7.5769691294579,0,0,8.5134044175647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3000914769562,0,0,0,0
"57","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_A4",2,14.8542106277063,11.6447724828568,11.2287704557764,0,0,9.5406760545565,0,0,0,0,3.2912002651606,0,0,0,1.2620043236219,0,0,8.9490464535612,9.9115277641668,5.9764581361083,12.9071709286917,9.4518444919497,6.7897228371163,9.5206351069859,0,8.1710007515047,11.6809567363376,6.7033538432689,10.3884619947988,6.6029975898114,0,7.9434227948058,4.0421159946479,0,9.3458635125447,6.0457249012561,8.1218695615256,9.8824180528332,6.4534115889864,0,0,0,9.4411392195869,0,0,9.1518431977277,0,0,0,0,7.8244446813198,8.462201487463,7.4612401164609,0,7.6089719729801,2.6735271068291,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6392361586439,0,0,0,8.3579671453543,0,0,0,0
"157","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_G12",2,14.9195585556617,11.7417684297111,10.0778785576123,0,0,10.0818658311488,0,0,0,0,1.683440572017,0,0,0,2.8265729028418,0,0,10.1935299189769,9.2696558076147,6.903016850524,12.0394557349306,10.0093473865777,10.0848571995928,9.0730449731193,2.8599242991556,5.9368238668661,10.2996263678753,9.5495366269661,10.3241624361951,9.360674129485,0,9.8382670820757,8.0762841215136,0,10.2691640795739,10.703755733953,6.9555033487052,7.1299282486039,7.6694189243022,0,0,0,10.0342731863587,0,0,8.3505194760618,6.1468060618553,0,8.9643558806391,0,8.0169491035471,0,0,0,8.6086225100187,1.4699064055223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_D8",2,15.1187660501843,11.7330893956784,10.5108204280205,0,0,7.7919732065172,0,0,0,0,4.9552948942598,0,0,0,5.4866945539646,0,0,9.5046093397163,10.5164714596469,6.2130931042025,11.5640666424787,10.909726888997,10.611110041601,9.6611727066431,4.966850226268,8.1651239193956,10.896835230981,8.8683789482293,9.0180972111675,8.4412793374974,0,8.2785294987165,7.4103861312889,0,10.2813581920404,8.7112508250905,9.2236498930538,8.5274775750685,7.6391985494771,0,0,0,7.7794096306384,0,0,7.3795596559443,4.3616207926248,0,4.1411493943305,0,0,7.3038261756008,0,0,0,4.4923257458681,0,7.47036618912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9903641470683,0,0,0,0
"130","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_F9",2,14.9666814720198,11.5772375693731,10.4046453439011,0,0,10.8109360836189,0,0,0,0,6.5469396724055,0,0,0,10.6195626786861,0,0,10.4618375459213,11.2429782511532,4.3758885377528,12.6981003263396,9.3298195560391,8.9291980267118,7.9951029060839,7.0432646325328,8.2011668359999,10.7093260033595,6.9203518297993,10.9466781803758,6.7398140801639,0,11.0289768025008,6.2853263006286,0,9.4935283827514,10.0679253169179,9.4636026527316,5.4627213561788,0,0,0,0,8.1068409778821,0,3.0969501935567,7.9193959814829,3.0880032670851,0,0,0,9.9981776815686,8.9527422497198,0,0,0,0,0,8.4809292949824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_C3",2,15.1179094077046,11.3224236273788,10.5486326971858,0,0,8.1954517478224,0,0,0,0,4.839238401821,0,0,0,3.3056346738436,0,0,11.2234775593721,10.921900373582,7.1577605459596,12.6596640799207,10.2811120857931,11.8740883416414,9.9512318739683,0,7.2726781645468,7.7730718077161,6.5639850137912,11.1656405121023,10.9451206801608,0,10.4637135784071,8.3905697053871,0,9.836686285063,10.496241048273,8.2883649178524,9.6284328040714,5.5975434599637,0,0,0,8.8252821239108,0,3.6574396388087,7.4497216006207,4.5461792728195,0,0,0,8.9686448964384,10.2196413388585,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6721169878821,0,0,0,0,0,0,0,0,0,0,0,0
"70","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_E5",2,15.3094848418663,8.9535843981599,11.0884843933326,0,0,9.9041857153316,0,0,0,0,6.0325722988514,0,0,0,3.4430622744511,0,0,10.6569372421778,8.7670240107855,6.6098887154368,13.2080156976028,9.1316044605955,10.1515932354909,10.6995659111008,3.9329187319065,6.8749706935138,12.1510430046707,9.4144185359576,10.5578747984867,9.4059482829844,0,9.6107537958102,9.4892563654734,0,10.2685229993113,8.9459328012607,8.3537275695325,7.8329424596272,8.3125633859613,0,0,0,9.8968976456438,0,0,0,0,0,4.0077675102481,0,0,7.8706090053096,0,0,0,4.3462562308991,1.5918638173859,7.1252605035972,0,0,0,0,0,7.3095132388902,0,3.5416096839923,0,0,0,0,0,0,0,0,0,0,0,0
"18","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_F3",2,14.8559577071434,11.5208280327556,11.0202058189992,0,0,9.5541288565848,0,0,0,0,4.824121056541,0,0,0,5.5895655435132,0,0,10.2589887757669,8.7625167532506,7.3129311358362,13.0644558963734,11.0699832120021,10.6621223955945,8.896440664038,2.2686434617697,5.9487997950752,9.3177109205044,9.3699268154975,10.1518200043813,6.2623203835134,0,9.8518256285889,10.5871907263092,0,8.5144523349838,10.9905564712191,8.2533850251636,9.1056389376743,7.9769320681623,0,0,0,7.5957294423169,0,0,7.5151649793446,2.3322938667865,0,0,0,8.8729461696014,7.8756292492409,0,0,0,0,0,10.8200222777926,0,0,0,0,0,0,0,1.6657152809819,0,0,0,7.021032881545,0,0,0,0,0,0,0,0
"60","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_B4",2,15.2844899171714,11.5248581399317,10.9915047765673,0,0,8.0500664459577,0,0,0,0,3.9885214050168,0,0,0,9.0215830028242,0,0,11.3417099170855,10.6029770877779,7.1412127283085,12.8513174874687,11.4993389950822,11.1630485357522,9.1258353519659,2.1986640223025,6.2426809001677,9.5021951245911,8.0119141685267,10.6527462869799,9.9309534831929,0,9.8330790327,5.228012033857,0,10.0722395226466,10.6001778363075,7.3529759354834,11.5680769033934,6.8478391527685,0,0,0,10.6246504615769,0,2.3284152877972,8.0022244533178,8.6704569880553,0,0,0,7.3045998184553,0,0,0,0,5.1102206212863,0,10.0743257570655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","blood","2","blood","blood.2.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_2_BL_CD4T_12-20_E4",2,15.0744038313579,11.0930098230263,10.0349180768663,0,0,10.9857353621387,0,0,0,0,4.9009378667772,0,0,0,6.9101943071471,0,2.2064411381145,9.8046255703201,7.9653827922732,6.8151565670792,12.6185165055845,10.2526595908371,11.4504196176367,10.3858679751927,4.1907870816729,7.3858529693545,12.6072941354619,6.2468351684185,10.2843373166249,8.9483811260248,0,11.1069349538961,4.7539179814742,0,9.9534279937904,9.9495269763937,10.0874950746553,8.8189913327498,8.6652831658881,0,0,0,8.0527070371095,0,0,7.2980471931376,1.8277461054669,0,0,0,8.2362577297533,9.1479508706167,0,0,0,5.4649262437889,0,0,0,0,0,0,0,0,0,0,0,0,4.5159930459299,0,8.1576818342247,0,0,0,0,0,0,0
"146","blood","4","blood","blood.4.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_4_BL_CD4T_12-20_D10",2,14.7795161047212,10.6572019295466,11.3600740268902,0,0,10.5858140382605,0,0,0,0,8.7004623837887,0,0,0,8.9911310264262,0,0,9.8740484799843,9.8603210431462,7.0243184149381,0,10.1502482074084,0,8.8371088129688,4.7551697744759,7.2017820425117,7.7708379713773,9.4661849981177,9.051698009522,7.473581343246,0,9.939802780406,9.9734878738596,0,10.9670315563139,11.4121007752669,8.5348515248206,0,10.0555490690399,0,0,0,0,0,0,10.3630354349885,11.1046302230885,0,0,0,13.3859561498285,9.2229727822938,0,0,12.0465066569998,2.4817741432013,10.7505715835101,9.195494985724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4927639494854
"116","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_B7",2,15.2895250893667,11.4867216685522,10.8352471055684,0,0,9.4623951622326,0,0,0,0,4.3012099576905,0,0,0,6.0676786578923,0,0,9.835203691033,10.0890270943977,8.6072539664388,13.6229316752933,7.5111860974624,10.2650762445453,10.888253921386,0,7.716620225717,9.7317546814092,6.4564692768567,10.2462026656803,8.300188801993,0,10.1489640544144,7.3712721280255,0,9.4036894941162,11.8289028918321,6.9750981914871,11.2224388302125,9.1568273252866,0,0,0,0,0,3.4277528002475,8.7336746190508,8.2661158720026,0,12.589017861607,9.3433332364446,9.3354357122526,8.4499118445017,0,0,11.0400633684273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_B2",2,14.9914450617488,11.2827000604679,9.5633439003648,0,0,11.4408808232295,0,0,0,0,2.8787154763813,0,0,0,5.4133183928921,0,0,9.9931507094241,8.1372640049178,9.1908000149586,14.007041704856,10.3766622272878,0,11.4308825933122,4.639080628906,7.337849304084,8.4271496737239,7.8841768857913,9.4195919319134,8.9966122348524,0,11.1435389580447,9.279342260748,0,10.3304771078012,11.5054884880502,10.5699230812109,10.1554322098083,8.4709299188085,0,0,0,9.9584744492382,0,2.7691367657626,10.9113605325875,2.8707941750842,0,11.7003518229241,9.6229346992117,7.907628316603,7.8058044791092,0,0,11.0912130146878,3.6203268613978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","blood","3","blood","blood.3.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_3_BL_CD4T_12-20_B9",2,15.2790539845917,11.8595033685552,9.1870952243767,0,0,7.7737573417212,0,0,0,0,4.8585591363917,0,0,0,9.8834309463528,0,0.0686795788517998,6.0329054454639,10.2786515274848,6.7486734625209,12.8792464945557,7.2421147564153,9.2372796721137,8.0049808855728,5.2170626047034,4.4342113555796,12.0515127156803,7.516979389203,10.6504769577081,9.2996102905243,0,10.6763640248824,5.2549665932624,9.0818371515912,10.3620594661018,0,8.8752198219894,10.3421605331991,7.818635203244,0,9.8900223530627,0,10.2290151882726,0,0,0,3.667828750279,0,11.7193567712504,8.576625278097,10.0491396660193,0,0,0,10.9217909360741,4.2271685239442,0,8.632472458291,0,0,0,0,0,0,0,0,0,0,0,6.6862939891585,0,0,0,0,0,0,0,0
"302","blood","8","blood","blood.8.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_8_BL_CD4T_12-20_E11",3,12.8595249861898,0,0,0,0,0,0,0,0,0,3.8425754615466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7977047008955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","blood","1","blood","blood.1.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P2_SEEP05_wk5_NOD-F-WT-NonDiabetic-OT1_1_BL_CD4T_12-20_A3",3,12.6109529393926,0,0,0,0,0,0,0,0,0,2.267402962168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6243166198092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","blood","6","blood","blood.6.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_6_BL_CD4T_12-20_A6",3,12.4137789594818,0,0,0,0,0,0,0,0,0,0,6.492295273194,0.3228890694954,0,0,0,0,0,0,6.333038767281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","blood","8","blood","blood.8.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_8_BL_CD4T_12-20_G12",3,12.6223291481889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2377556238782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.976704911269,0,0,0,0,0,0,0,0,0,0,0,2.8028955715145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878419998409008,0,0,0,0,0,0,0,0,0,0,0,0
"200","blood","5","blood","blood.5.blood","FR.blood","blood","FR_RNA_T1D_MS_20231120_P1_SEEP05_wk5_NOD-F-WT-NonDiabetic-TCR7_5_BL_CD4T_12-20_D1",3,12.3635737036056,0,0,0,0,0,0,0,0,0,0.474638827130399,0,0,0,0,0,0,0,0,9.2565341445583,0,0,0,0,0,0,0,0,0,0,0,9.6780602212771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
