"","y1","y2","cellSource","age","patient","probe","cohort","FRorFZ","organ","organlocation","tissuelocation","cellType","kmeans.cluster","kmeans.cluster.1","kmeans.cluster.1.1","ITGB1","gsk3b","Hprt","gsk3a","pten","HIF1A","Irf2","Stat3","Ly6e","Jak1","VEGFA","PTK2","TIMP2","ACVR1","Stat1","Pdl-1","Irf1","VEGFB","Jak2","Socs3","nfkb1","PDGFA","gapdh","Ifngr1","WNT4","Traf2","CSF1","FGFR1","KLF5","tnfrsf1a","CSF2RA","INS1","ANPEP","NFATC1","Fyn","IAPP","TLR3","Bcl6","Stat5","Cd44","Ifit1","CD44","EGFR","SPP1","CD83","il4ra","CD74","Nur77","Oas1b","LY75","PDGFB","Tnfaip3","Map2k6","Irf7","GCG","SST","tnfrsf1b","icam1","cd40","Oas2","H2.AA","ppargc1a","H2.DMA","Rsad2","CD24A","Bcl2","TLR4","COL11A1","pparg","INS2","ICAM1","Ifit3","Mx1","SFRP1","VCAM1","Ifi44","ANGPT1","ICOSL","PPY","ccr2","TGFB1","Tgfbr2","IGF2","COL1A1","CD36","FLT4","il7","PDPN","MMP9","MMP2","CD14","IGF1","Zeb2","BMP5","Ceacam1","COL1A2","FGR","LEPR","GHRL","Aim2","Stat4","TEK","TNFSF11","PTGS2","Oasl1","il25","cd86","CD86","Il12rb","Il18r1","il1r2","IL34","LCK","Mapk8","ITGAX","ccr6","CD8A","FGFR3","Vav1","DES","TIMP1","Cxcl10","FAP","IL-21","MMP3","Zap70","GFAP","TNC","SELE","Isg15","CXCL13","KDR","ADGRE1","cd80","CD80","CLEC7A","ctla4","Cxcr3","foxp3","il6","NLRP3","Tbx21","ZAP70","IL1B","gata4","Icos","PDGFRB","GM13889","BMP7","Il27r","TLR7","CSF2RB","CSF1R","IL1A","TLR9","PECAM1","tnf","ICAM2","IBD_Status"
"43",2.35939127307696,-0.332771920327408,"tissue","islets","48","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_48_IS_doublet_none_D12","1",1,1,12.7414673569388,9.7233635668741,11.8296612038494,10.5177446303008,10.9147340118983,8.6861983983881,11.1119592533684,9.7822045511603,12.9026670286325,10.0389967314791,12.4388532332023,6.9126868278982,0,9.804437150462,9.2084131561355,0,8.4104848695942,3.1656155377703,9.036603742279,5.1065718679596,9.53938766967,1.9889225890745,13.3511770769592,8.5567635117979,2.3085785891267,0,0,9.611305538006,0,8.4047592419477,3.7869575627519,5.8281355582588,7.9054656228208,0,0,13.2373243057957,7.4079583815648,9.1264113274851,5.1489836669318,4.8402190989915,9.0684451588306,4.6997555002456,0,4.7301603468882,6.8593916019952,0,6.2083386131274,0,0,0,0,0,0,0,7.3202775752225,20.900054756685,0,1.8875237967728,0,0,2.362504844929,0,0,0,13.8226310270675,6.4198359327695,0,0,0,14.5801722452134,2.6186083400919,7.9094533993457,0,0,0,6.5766483991838,0,0,0,9.1417863806999,0,0,5.3512122773329,0,0,0,0,0,0,0,5.9519364061421,0,0,0,0,0,0,0,4.0673078805034,0,0,0,0,8.1074273125223,0,3.5294832573356,0,0,0,0,0,0,0,0,2.1807722815818,7.5036112431922,2.5103592469136,5.3715875870345,0,0,9.124847165265,5.4134731091214,0,0,0,0,2.5522579466593,7.9427307448391,0,6.3896520378576,8.5953316865066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9716598923522,0,0,4.4211385212382,0,4.8203278969997,0.231745782416301,0,0,0,5.8902106830226,NA
"51",0.315625012929862,-0.498389028672439,"tissue","islets","55","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_55_IS_doublet_none_E7","1",1,1,10.8457917188932,10.0158204827024,10.228302654612,7.9415155587988,9.0107731237868,9.6501318210907,10.3938424276374,9.5589017538015,12.8323678645542,10.3807768503067,11.0214531125079,6.6393848964913,8.4388342218802,8.0621263969163,0.437587051335299,8.8326675235923,10.1966668540542,3.7141387292111,0,3.5986363738457,4.0949677983686,0,13.798833434937,0,10.2209362885523,7.5084496027502,0,8.6668978020928,0,4.6269588867918,0,2.6066721629545,9.3877824167558,0,8.9136258020529,5.430385055401,6.7622201236606,9.4511482442254,3.3337700802165,4.1485461225084,1.3262933393131,2.5446007698782,0,0,8.2596795078269,0,9.6083066119304,0,0,0,0,0,0,0,19.3516032599546,12.9610672831113,3.9592488163756,2.4221291334936,0,0,6.9883589822831,0,6.4790088638176,0,1.2931742108667,4.8798533622691,0,0,0,13.3895049645632,0.282609009274498,10.4908181077583,0.256753188364701,0,0,8.5859771324486,0,0,0,8.0582885499338,0,0,8.021591028182,4.911158654199,0,0,0,0,0,0,3.0285332362857,0,0,0,0,6.6485683557877,0,0,6.7173736520234,0,0,0,0,7.6080017090785,0,2.8254778767139,0,0,0,0,0,0,0,0,6.1193547644998,5.9284803379753,4.4561238362563,8.143035354534,7.8458062310033,7.1706661953118,0,7.8370398631015,0,0,0,0,1.5795833590959,3.920786143798,0.775162400902701,8.7489631028299,8.7674513272608,0,0,0,0,0,0,0,0,0,0,0,0,2.7793700158972,0,0,0,0,7.7989729261685,0,0,7.5849433107195,0,0,0,0,0,0,NA
"35",2.24506574970049,-0.527528666619522,"tissue","islets","40","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_40_IS_doublet_none_D4","1",1,1,11.2473009788689,8.929163120932,8.4347205753331,8.9000829022875,9.8992199215925,8.3493778976099,10.0876297296767,7.5207921565116,11.5843786741199,10.2741244419174,12.2950358808622,8.8339344136996,9.0428920717266,8.1377086540592,7.2942368656452,8.5095702833532,9.3491758941879,3.0514857983517,8.5857183980829,0,4.2103340742769,6.2814240812097,13.54158089801,0,1.64475866459,0,0,9.8450214976562,7.6432770916028,8.2981676020958,0,6.3079695809237,9.5173872281149,0,0,11.2333871963151,5.5707548654205,8.6117343140851,7.440463779228,6.2736633871882,7.3130492328627,5.9087170201728,0,1.3009179035751,0,0,4.3276595236539,0,7.4477512983051,0,9.5793511373775,0,8.3291716347056,0,8.2949346605267,19.7658187800293,6.9226791181134,3.249821471071,7.5992084871312,0,4.8666638390502,0,6.9739763523609,0,13.30967340947,0,0,0,0,13.0064770321514,3.7749612372625,10.1605046214407,0,0,0,7.5117302317725,0,0,0.497440770635698,8.0873041589417,0,0,0,3.9959526982182,0,0,0,0,0,0,3.4720992713103,0.254353370818301,0,0,0,0,0,0,7.9513513483999,0,0,0,0,7.0455760590747,0,0,0,0,0,0,0,0,0,0,6.6856346353515,9.4729716905017,4.4940517797528,6.2016210889618,0,0,6.5911498920221,4.5545999972535,0,0,0,0,0,6.1989210154418,0,5.5443346692576,9.097980340268,0,0,0,0,0,0,0,0,0,0,0,0,2.1806107912579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"26",3.7758308063106,-1.60116628623412,"tissue","islets","32","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_32_IS_doublet_none_C8","1",1,1,9.7484525503244,8.8239418600583,9.2732128506884,10.0857008250652,11.0966345685593,8.2354267708587,10.1348925396848,10.0238439372229,10.8788053923063,11.1249028271377,12.1237979558667,0,0,6.4919894577994,12.6355499163559,10.0703916726895,7.3362183300835,8.311000296669,0,5.0065354380125,7.9557315105066,9.5801504698995,14.6073406820611,7.5803856529168,0,8.0379922780243,9.1236537256771,8.0998751497524,7.7599298929213,9.7524714190217,3.7580675728545,11.6656658230916,6.773711483915,0,7.2105189150182,14.4554362968288,0,7.3437901097472,7.5636159155087,2.0848926472434,9.424460531062,1.7519280478545,6.8114537502798,0,0,0,5.3778040391671,0,0,0,4.5489184928778,0,8.9436960324318,0,0,6.4982671165741,0,0,0,0,5.8622426596832,6.7185685504149,6.8059649028453,0,7.7494306958451,5.517422945181,0,0,0,21.5,0,9.9491374515756,0,0,0,6.9009035891321,0,0,0,9.5424901520585,0,0,0,0,0,0,0,0,0,0,6.8290002346413,1.9852348567236,0,0,0,0,0,0,2.8597002009541,0,0,0,0,2.1007450836126,0,3.1193882476494,0,0,0,0,0,0,8.0710252744333,0,7.3323029409437,9.336503936562,0.2326945926247,6.0856247125878,6.3938022652065,4.5255530772647,5.8233731770178,7.1043768777013,0,0,0,0,0,7.981690947198,0,0,8.8858279758203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4218996936827,2.08936967471,6.195675899844,0,0,1.8922303595391,0,0,NA
"9",3.30356937747759,-1.00630702889369,"tissue","islets","17","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_17_IS_doublet_none_B5","1",1,1,10.5748331383937,9.6034551178007,11.0456594946511,10.8701245970002,10.5421543410896,7.8568836368213,10.2625815992111,10.4966914916634,11.7585800380902,11.2396149019517,12.4553862133808,9.2187691876813,0,0,11.4601151689927,9.4716948048858,8.6070286828007,6.955587283481,9.7684230104966,0,8.8335586594694,9.0410820826394,14.7679020248333,8.5906661881334,7.9563517916213,0,8.5020947605304,0,5.8288469374156,5.4300483898231,6.4205372641356,12.2466005785846,0,0,0,15.0268502522133,5.9393939674156,0,6.923914618381,5.3184780281503,0,5.0561297031593,8.0584563225999,0,0,0,4.7218281549781,0,0,0,6.4482514223539,0,0,0,7.4389669571731,18.432267189525,0,0,7.3149285592524,8.0415097032024,8.7787321600048,5.2521990596104,6.9424104875337,0,10.4500923282667,0,0,0,0,21.5,0,9.4861308027904,9.043865666807,0,0,7.9865795950697,0,0,8.9201004376679,7.4257057912641,0,0,6.6148038894954,0,0,0,0,0,0,0,7.485078182713,0,0,0,0,0,0,0,6.1952808490179,0,0,0,0,6.6959360293213,0,5.4685725819953,0,0,0,0,0,0,0,0,0,8.9090431607081,0.737904098343201,4.2609237181984,0,0,0,6.628640899919,0,0,0,0,0,5.4834186767002,0,6.9754654002292,9.8294323948947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899158680986499,0,0,0,0,4.5876565641624,0,0,0,1.591805417128,2.7421618604045,NA
"61",4.22277313571734,-0.958704613808853,"tissue","islets","64","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_64_IS_doublet_none_F4","1",1,1,10.6683691054798,11.4086351427485,11.5274615352839,12.6108980027186,12.0848719150412,10.977294830807,10.9598502348412,10.8385566107233,13.5148428705711,12.2801982003135,13.3971948034777,9.1000866271873,7.9558639516389,8.0853403451299,10.7872272994023,9.5963288053259,10.4233772963482,7.6444392863169,10.5146684466037,5.2252651857913,10.7441768584021,9.4311537698631,14.6372107053909,8.973358366603,10.2341887201448,9.2749797182237,7.6060007715339,9.6487625933498,7.2467488274718,9.4081096567088,6.7795002044386,12.3557520560148,0,7.865377607201,0,14.942959802344,0,0,9.6732505178665,1.7936000124566,0,0.560821148196698,8.7371838338815,6.0354361206329,6.0245078168807,0,1.697067021251,8.1604227414387,0,0,0,0,0,0,15.1926543901383,9.2455506729129,1.2450876889625,0.910088403879801,0,0,0,0,8.1628229419626,0,7.1821489821294,0,0,0,2.7841344407625,21.5,0,4.5669094605371,0,0,0,0,8.0726654040917,0,3.0913782868318,4.1030229385435,0,0,8.4469353903447,0,0,0,0,0,0,0,4.2981841281665,0,0,0,0,0,0,0,6.338372511704,0,0,0,0,6.4859202309811,0,3.9272711000042,0,0,0,0,0,0,0.686533329066201,0,0,0,0,6.7503686640817,0.365522669590899,0,7.007024317485,0,0,0,0,0,1.7196786538711,8.6367254870787,0,8.3346464048679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"45",3.84619718890948,-2.27116253292964,"tissue","islets","5","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_5_IS_doublet_none_A5","1",1,1,9.5617875566641,9.5027369258417,10.1996930732567,11.2915898282941,11.0811487699688,8.6472176122507,8.941356492813,9.5299690238903,11.9383359643192,11.1669103325343,12.1421527573352,8.486867352789,8.0549872221619,6.1446281695066,0,9.4360842497301,8.5840215574698,6.618881081101,0,0,8.4213276983875,3.3556875282042,15.0213824999585,0,8.124141968221,0,6.7410555566293,7.7075318933171,8.3619146600392,8.472646825403,4.7946712260421,12.0239398163976,8.272183465487,0,0,14.4319300915617,0,0,0,0,0,0,6.6966279119694,0,0,0,5.4562161228305,0,6.614247924066,0,5.9431482591954,0,0,5.5718787875866,0,5.9760059830973,1.9041059186241,5.8473092098074,0.2658182842423,0,8.2059015345578,0,6.1648231917392,0,2.1229395279289,6.4624734555666,0,0,7.0637119153089,21.5,4.6446783725504,11.171597992471,0,0,0,9.5585179927053,0,0,0,9.7505563375447,0,0,10.6391608827179,2.0139621988023,0,0,0,0,1.0391942485156,0,8.8399797071859,0.903995737834599,0,0,0,0,0,0.3609695105248,8.5494135103148,0,0,0,0,5.061608452432,0,0.782105655077899,0,0,0,0,0,0,0,0,6.2863940688593,10.0435565238797,0.929230301388699,3.6972657547934,7.9126089393263,6.2450783471293,2.4408042339074,8.3925917293088,0,0,0,0,0,7.365923938942,0,5.9231654708352,7.5836484773236,0,0,0,0,0,0,0,0,0,0,0,0,1.3246765870047,0,0,1.3762246180864,6.7759812900642,0,0,5.2368484883551,7.3225224169954,7.9621562138765,0,0,0,6.1823720916133,0,NA
"6",0.18543750148577,-1.30355899846957,"tissue","islets","14","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_14_IS_doublet_none_B2","1",1,1,9.2522203411281,8.9452123439676,9.2427337419425,10.6845588085279,9.5879679132162,9.3580887348572,10.403986318283,9.0293681563911,13.03387734811,9.584418007178,11.2945484431337,9.4697633552634,6.6454086997382,7.8414477608448,8.9722571267056,0,8.52247112621,5.9955476151181,7.7309336664194,5.7228530148798,9.2052444711352,0,14.2237813569498,0,10.4232462970851,8.6465857709984,6.9321906192672,6.4093834389028,0,8.6830433667713,5.913032222813,5.9428545154291,5.4359728790428,0,0,3.2788986980145,0,8.4475458040468,7.5865461881872,0,9.6401915548427,0,0,2.2238290795885,7.342790523368,0,8.297172887242,0,0,0,5.8811358461707,0,0,0,19.6903033303725,9.8679417742446,5.4068793906661,7.0633435772134,0,0,9.7228320920341,0,6.7205848216708,0,1.0539601143751,7.3023405213895,0,0,0,11.7734382165419,6.225719571159,10.1212530157693,0,0,0,9.5564181028741,0.9512422384465,0,4.1970051670857,9.5495587916131,0,0,2.9817671974488,4.358699622185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4079367080582,0,0,0,0,6.62251661023,0,5.0487528024413,0,0,0,0,0,0,0,0,0,9.9684071540597,1.6790067342737,8.4561853840385,5.9311179129224,8.2333328977333,4.9069779401708,8.2118095844369,0,0,0,0,0.261475132815601,0,1.0394170096559,8.0098778110183,8.7950199024326,0,0,0,0,0,0,0,0,0,0,0,0,4.4388060409365,0,0,0,6.7031057471604,0,0,4.6696088119378,7.154465496359,7.6226838532924,0,0,0,0,0,NA
"15",3.78539615970415,-2.55409731781886,"tissue","islets","22","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_22_IS_doublet_none_B10","1",1,1,10.7968818060183,9.065311347122,9.3884216234452,11.3020451950686,11.1080270218116,9.6557138277108,9.0319732351085,11.2313472567158,12.8394065566233,10.5511660247661,11.968689854705,0,0,0,12.8817434839832,10.1164289081557,9.8158656657404,1.4203814038826,7.5989582627098,3.6864709773757,9.3296446307349,8.6960846976659,14.1923301127536,0,6.1210994410135,0,8.8554016643068,7.916131202055,9.2692763477037,8.867619918382,0,12.7214168504306,10.2464988900728,8.1699334885976,0,14.9801229623171,7.3312866824332,3.3228440504369,0,0,0,0,7.6574474989713,2.6392826476634,0,0,3.7003959722458,0,0,5.5492972451286,0,0,7.2959670270921,0,6.5280842428759,1.5405057499773,3.8652961099673,4.458161363602,6.1684542426119,7.4985539202684,0,0,0,0,4.01780625432,6.2251105084384,0,0,0,21.5,5.5701338155384,10.1386079418899,0,0,0,8.5151417824169,0,0,1.6586406638387,8.770868286515,0,0.186102132185699,8.6658540570046,0,0,0,0,0,0,0,8.6652678696932,0,0,0,0,0,0,0,5.5485143737747,0,0,0,0,8.8998500955196,0,5.1827154594636,0,0,0,0,0,0,0,0,0,9.4506399912931,3.7394684289759,6.8630272913573,2.9917154263603,7.7700533234643,6.0111222503397,8.5032388400187,0,0,0,0,0,8.1214389652084,1.8271301823906,8.3740666746123,8.648584320079,0,0,0,0,2.7054904413195,0,0,0,0,0,0,0,2.134877141773,0,0,0,6.640013663788,0,0,0,1.1094997466536,7.8597815405102,0,0,0,3.3555067579326,0,NA
"74",0.00351482730669295,-1.4034010998051,"tissue","islets","76","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_76_IS_doublet_none_G4","1",1,1,9.6834293900237,10.1359722785302,9.8408724149615,11.5132277818473,10.5882674975122,9.1456661124838,9.2518627742323,9.1295219306895,13.3419286800502,9.851771821117,12.4138877473371,5.3532762420212,3.3171794082296,2.8636761609488,11.6516173463539,8.4865677137558,7.0043741200876,5.1738961120283,0,6.2754573458024,9.7274480473717,0,14.0761102439589,7.5056599079696,7.340338587898,0,6.8018568027008,8.8723397351045,8.586528099197,8.2388641646887,0,5.2477700664361,0,0,8.7925907798433,0,0,7.9154611919096,4.8425844035475,0,0,0,1.6063385393834,2.6580165174963,0,0,12.7576973232042,10.883427921912,0,0,0,0,0,0.280394472421602,20.4488538683105,7.8327934856866,7.8469434280537,6.0807530685288,0,0,10.6221311275599,0,8.0315968739592,0,7.6268114043519,1.3965717550671,0,0.0832660099794005,0,12.6654509380652,5.4910071378773,10.7957735290086,0,0,0,9.1628728294106,0,0,5.0772185527413,8.78340973523,0,0,4.9519443562419,0,0,0,0,0,0,0,7.5243436176611,0,0,0,0,0,0,0,6.1155464546767,0,0,0,0,8.3747269769556,0.9300783974867,2.0102118742598,0,0,0,0,0,0,0,0,7.1219585407709,8.5959316900628,1.7110620813638,8.641037671852,7.109205509076,7.3293310991463,6.3572435394289,7.8233081518259,0,0,0,0,0,8.8283434117024,0,8.6689365682386,9.1137266321141,2.6210011708395,0,0,0,0,0,0,0,0,0,0,0,0.2088256966606,0,0,0,5.2650865972791,0,0,5.2794690014562,7.2029173020373,7.104198253253,0,0,0,5.1111748501413,0,NA
"90",0.169254840429252,-0.91315051234172,"tissue","islets","90","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_90_IS_doublet_none_H6","1",1,1,11.5347539587652,8.7506558688605,10.9343263374875,11.1043325524613,11.6430928289342,9.7038953024592,7.3368640830989,9.2824470998651,14.8110247384027,9.9235455140341,12.1688698737349,9.4947507614714,0,6.5619462710668,8.3493570113832,8.4937445498192,9.7461845047637,0,0,6.4948910630101,8.9265231614938,0,14.7043587044735,7.4309959969054,9.2207156762319,7.4734955512235,0,10.7723192121756,9.0620595764102,8.788275818601,6.8809564049909,7.070299496228,0,6.972486306926,0,6.2525015410618,0,0,7.1720195349543,0,0,0,0,7.6741941278613,0,0,6.5134396073005,8.0598189537,0,7.594944372741,0,0,0,2.4684229963171,10.5791181867384,11.0594994686287,3.5186463791732,0,0,0,7.624689574045,8.5929238549114,6.3974618584855,0,0,6.247261703692,0,0,0,11.9011657604558,1.1216654024716,11.4933334269039,0,0,0,8.8831480080173,0,0,19.1320763647888,9.8305740435327,0,0,0,0,0,0,0,0,0,0,5.1915543958672,0,0,0,0,9.1984839056706,0,0,7.793690390867,0,0,0,0,4.3065596860873,0.0636925213402009,4.196210310591,0.403354201684,0,0,0,0,0,0,0,4.7718892325889,9.4382837562215,4.3035784027006,7.7281778182599,6.0659306879507,7.9588381080206,4.1318612058303,6.8164334289696,0,0,0,5.4591726260651,0,7.0892201897189,0,7.3761045331603,7.6937885768473,0,0,0,0,0,0,0,0,0,0,0,5.339210434064,0,0,0,0,6.3493684773746,0,0,2.8650521181163,6.7794710040127,4.625096015519,0,0,0,0,0,NA
"62",1.48566299777788,-0.945027255181534,"tissue","islets","65","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_65_IS_doublet_none_F5","1",1,1,10.1778142971169,9.4461941916725,10.6598944238592,10.8436385332827,10.4854919965151,8.9639100887481,8.0014522385506,9.503655290151,12.8568834551153,9.900182353237,11.3099507620868,9.1289924748326,6.9049889952032,6.6402160844248,0,0,8.6326408172184,7.0918236287942,0,0,9.7182108303548,6.4846688874485,14.1796413378445,0,0,8.7892947690254,0,8.7102727256128,7.8446348434486,9.5704371058767,0,7.7049274884874,1.7889516385469,6.593817861471,8.1107437258605,11.8948841954775,8.3542542279391,0,0,0.250330514249999,9.0783746687206,0.980163452046899,0,1.2188134064138,0,7.4080344836086,6.1744669716608,0,0,5.2573794487955,7.0822619367242,0,0,4.8858470967677,9.5543093549656,20.5711454332622,6.8888190072852,3.5406886147685,0,0,7.713319640933,0,7.9602637731732,0,14.2224360233783,6.4963870358386,0,0,0,15.7641855225374,3.5191115298084,10.5553039387699,0,0,0,8.596420384062,0,0,5.5629652560439,9.3397041003025,0,0,0,1.9133239163463,0,0,0,0,0,0,7.2451832777039,0,0,0,0,0,0,0,8.657531889366,0,0,0,0,8.3200655663199,0,0,0,0,0,0,0,0,0,0,8.0428437045715,9.2554458542409,4.9430826095638,7.6197316575546,6.2431377459811,8.9926216540213,7.1505244040532,5.457399316325,0,0,0,0,0,9.2642359564411,0,9.3971528556309,8.6843118616462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269402333429401,0,0,0,0,7.7861359979524,7.6711666122044,0,0,0,2.6676407040211,0,NA
"17",1.81243854862017,-0.680428885583145,"tissue","islets","24","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_24_IS_doublet_none_B12","1",1,1,10.9288265945665,8.8150169470009,10.2610563235145,10.0991013252302,9.6870941178622,6.5709583243172,9.4419321706066,9.2898866024745,12.1758717443658,9.5616822413799,12.0164954968334,6.9052298816105,9.2513301320225,0,8.0381374318376,0,9.1580238903121,6.522055328604,9.3891110591056,3.9863321021993,9.2804187995321,8.5883257844195,14.3315802192401,0,9.1092266967702,0,0,7.3086046451505,0,0,6.8195204296278,7.0533727031446,8.1375018013991,7.7111047878621,7.1358569042349,12.2481213297538,0,6.6067247211121,5.311933029074,2.8001513958632,0,3.053461318195,0,3.476991086778,5.8869298037482,0,5.4386300990144,0,0,0,0,0,0,3.8469128261767,20.0583962156668,20.0328324394461,5.9697451090779,1.1224119217357,8.0995460533349,0,0,0,0,0,13.1234482622552,5.523317301969,0,0,0,14.8340574597756,3.0715859612496,10.6279775370012,0,0,0,6.320687984576,0,0,4.9277422151099,9.438557477657,0,0,5.102787786859,4.235758683854,0,0,0,0,0,0,8.3831930341032,0.3586437473035,0,0,0,0,0,3.140221076084,8.3322289454227,0,0,0,0,5.8620322310953,0,1.7386543916234,0,0,0,0,0,0,0,0,7.4985611201041,8.3657586156428,3.3648190564738,8.3386608506876,7.5582590349175,7.866925392698,5.099030314705,7.7073901751608,0,0,0,0,0.636057884586801,8.1962083630178,0,8.2879283865811,9.0405545950395,0,0,0,0,0,0,0,0,0,0,0,0,4.8407416293552,0,0,1.7318326464768,5.3253743924874,0,0,6.2573917719091,7.0519962202885,0,0,0,0,3.7629232672495,0,NA
"68",3.07102066379351,-1.55412010169433,"tissue","islets","70","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_70_IS_doublet_none_F10","1",1,1,12.2024025483895,10.1230804918887,11.4672033458096,10.2294476875698,10.5375597768246,7.7052055180205,9.9090217786804,4.7032248466766,12.9530346021835,11.1580052655442,13.7370602246033,0,8.0740867673307,0,10.6295147041537,7.2113404927829,11.3445608096836,6.3791863014802,9.1238009715893,0,9.8673799976491,8.8299224908032,14.3071562417683,0,9.6223217671608,8.4203219698785,10.1071598339674,6.9428125628782,11.7803250969087,4.0909896707695,8.9606010274989,12.4607997954709,4.3625126328468,0,8.9589203747891,15.5212927176717,6.1892385134702,6.7122921159812,5.8861093209911,5.656815886572,0,4.666565667789,8.8085510795124,0,0,0,4.9395786903397,0,0,0,0,10.1730684563735,0,8.8823199033081,9.6724403387134,9.5640446796696,3.0266835715371,0,0,0,9.1955767303176,0,7.4959785310101,0,4.5089845203028,0,0,0,0,21.5,0,9.9768120671456,0,0,0,9.2848387315129,0,6.5201750954758,11.8674453111835,9.5408165816654,0,0,0,1.7643322221946,0,0,0,0,0,0,8.6162356313728,0,0,0,0,0,0,1.0427687302822,6.1684448199656,0,0,0,0,5.2250108546,0,0,0,0,0,0,0,0,0,0,0,9.2447573340263,1.186048038194,1.4529619753902,6.1018957556272,3.1858079461098,0,7.9984937955252,0,0,0,0,0,6.3998849916774,0,7.0624671749285,3.0866068087827,0,0,0,0,0,0,0,0,0,0,0,0,1.2866250940826,0,0,0,6.5953366577976,0,0,6.3581681776097,7.0680179035333,6.3800102685067,0,0,0,1.8731256927847,0,NA
"75",4.12059551578326,-1.26856582677768,"tissue","islets","77","none","wk11","FR","NOD-M","none_wk11","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_77_IS_doublet_none_G5","1",1,1,11.4952213318583,11.44137657613,12.0061828586521,11.3955095602488,12.389305908712,10.1417204053808,11.0119991970429,10.8837534103271,12.3458467572777,12.5984785590348,13.4074357685415,10.7665899465162,7.5819380192467,9.0111287915542,9.2843302432179,10.815923429024,10.1751671065096,8.7503139518315,0,4.6923210395154,10.1947928779566,10.7381363232937,14.9044481232074,8.9462797750559,10.5446095606625,9.2252013874571,9.5539322808963,5.5980147412065,10.3377825177449,10.5283742856901,7.6038525843835,12.9074333581361,10.5945705078708,9.3167776193982,7.6369105422137,15.8537049200213,0,7.5402095934515,7.2673448351318,0,0,0,0,0,0,0,10.3102177654428,8.5171855056955,0,0,8.6027755082458,0,0,0,9.3856243555792,9.4840809917129,4.1029400722063,3.930070599809,0,0,9.6683706619123,0,6.9180127205165,0,1.0175939766933,4.6669436494817,0,0,7.8534530185954,21.5,1.3294400932504,10.1673145013855,0.0984490174233983,0,0,0,0,0,0,8.611276496779,0,0,0,0,0,0,0,0,1.3541951839186,0,2.5636107970451,0,0,0,0,0,0,0,7.026251208408,0,0,0,0,0,3.4020213205351,0,0,0,0,0,0,0,0,0,5.0089436320386,0.6176392888447,5.128177137703,1.7583438928233,0,5.9013509494794,0,11.3680798217687,0,0,0,0,0,3.3434962231564,0,3.6625427786573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9800170927858,0,0,0,2.3791706035641,1.7522908425176,0,0,0,0,0,NA
