"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","ADAMTS2","CD3E","CXCR4","RAC2_2","RAC2_1","RPL13A","FYN","TNFAIP3","CD53","CD44","B2M","GAPDH","JAK1","IL7R","CD52","TGFB1","CDC42_2","CDC42_1","STAT5B","NFKB1","TNFRSF1B","HIF1A","ZAP70","FURIN","IRF1","CD28","ITGB2","TCF7","CD8A","IFNGR1_2","STAT3","IFNGR1_1","CTNNB1","STAT4","CCR2","LY6E","TGFBR2","ITGAL","IFNG_2","IFNG_1","FFAR2","RAC1_2","RAC1_1","CXCL10_2","ANG","IL25","BCL2","STAT1","ISG15","IL12RB1_1","CCL24","CD40","IFIT3","PDCD1_2","PTEN","THBS1","IFI44","CMA1","IFIT1","GSK3A","CCR6","REG3G","CXCL10_1","CXCL2","F2R","LGALS3","CTLA4","IRF9","CCR3","CCR5","MMP28","JAK2","HMGB1","ITGA4","ICOS","IFNAR2","ICAM1","IL4R","TPSB2","RORC","CCR7","IRF4","SOCS3","GATA3","TNF_2","ITGB1","FZD1","BCL6","IL12RB1_2","PI3","IL1B","IL22","IRF2","VAV1","NR4A1","CXCR3","VEGFB","ZEB2","IFI44L","TNF_1","TNFRSF1A_2","TNFRSF1A_1","F2RL2","CCR4","GSK3B","NLRP3","CCL8","TYK2","TBX21","IFNAR1","GRN","CFH","OSM","C3_2","C3_1","IRF7","CCL3","CEACAM1","IL2RA","CAMP","CSF1","EGR2","LRP6","PTGES2","APP","WNT1","TRAF3IP2","FNDC4","PDGFA","TRAF2","PDGFB","CCR1","EGR1","AREG","TSPAN2","FGF9","MMP9","HLA.DRA","FOXP3","CSF2","PPARA","IL21","MMP25","CD274","LEF1","IL26","CD4","TGFA","PDCD1_1","ATOH8","HMOX1","JAG1","CRISPLD2","AIM2","IL2","IL4","HGF","NPNT","PPARGC1A","VEGFA","ENG","TGFB3","P3H4","IL10","IL17A_2","IL5RA","C5_1","C5_2","HBEGF","MMP2","TNFRSF21","RHO","IL17A_1","MMP24","IL1A","FGFR2","SDC1","CSF1R","CXCL9","DEFB1","ECM1","EGFL6","F13A1","IGF1","IL3","IL5","IL7","LRP5","PPARG","SYK","VEGFC","VWF","cohort"
"326","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_C4",3,0.138103569999998,0,0,5.40792113,4.55946133,5.10406731,0,4.59203219,0,0,6.51312878,6.50696581,0,0,0,0,10.35475884,9.71210535,0,0,1.92066486,0,0,8.87589504,0,0,0,5.20789009,1.09100984,9.94036362,0,9.35701574,0,0,0,0,0,0,0,0,8.82482178,7.93048767,7.59483804,5.52655605,8.0179852,6.45279274,0,0,0,0,4.75443999,9.17112051,8.27146416,0,0.776864530000001,6.68506689,7.56713893,9.16337147,8.21468006,0,7.66171121,7.7363134,5.99478888,5.24158277,9.0107916,0,9.64179737,8.07230015,0.608415000000001,0,7.01957757,6.25745687,7.21983221,0,0,0,5.89389845,3.82599707,6.57047729,0,0.262817179999999,0,0,0,6.70167829,0,2.43561655,0,0,3.04313086,7.68883496,0,0,0,0,7.14731496,0,0,4.97827455,6.60329161,0,0,3.58424262,10.86822385,0,5.77123432,0,1.54916719,0,0,0,0,5.04347405,0,0,0,0,1.530329,0,0,0,0,0,0,0,0,0,2.89165813,0,0,0,0,0,7.72927505,0,0,0,0,0.927173010000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51225877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"124","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_F3",3,0,0.22648289,8.84716655,0,0,7.69676879,0,3.38399267,0,0.68360917,0.0666580900000007,9.03249417,0.32420913,2.81033458,0,0,10.9095238,10.39622525,0,0,0,0,0,3.98296236,0.58355418,0,0,0.0661937200000011,0,7.50459739,0,7.23324651,0,0,0,8.14892875,0,0,0,0,9.02213653,8.3814167,8.04044205,7.54335666,9.65472319,8.83506296,0,0,0,0,4.28074639,8.93803845,9.23496566,9.11551583,0,9.55309989,9.38843181,9.05254558,8.81604454,0,8.39491675,7.5672791,6.25991802,5.47430721,9.80613201,0,9.47879625,8.84707758,8.57905263,0,6.25651546,5.59358877,4.00604823,0,0.494921340000001,0,4.48325095,0.188803579999998,5.9978911,0,8.38897296,0,6.11139045,0,5.66994968,0,8.05810304,0.0953554799999985,0,1.64657755,2.54622949,2.73420451,0,0,3.63935303,7.62497894,0,0,0,2.77461924,0,0,0,10.11874558,0,2.72229449,0,0,0,0,4.10683837,0,1.21305595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"272","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-IEL_MAIT_5OPRU_B9",3,0,0,8.23475172,0,0,7.47170693,0,0,0,0,0,6.72842058,0,0,0,0,10.59975015,10.06671112,0,0,0,0,0,4.09373516,0,0,0,0,0,7.85154935,0,7.39439537,0,0,0,7.67076544,0,0,0,0,9.64711598,9.68437931,8.8966492,7.13416543,9.63923608,8.2722611,0,0,0,0,5.66159278,9.43802777,9.61436586,9.66995613,4.00014006,8.90301962,9.15534635,8.9319516,8.92024598,0,7.91635897,8.63866456,7.47917775,7.01732944,9.74988248,0,9.39379301,7.11685127,8.9862733,0,7.68883076,0,7.83070034,0,0,0,8.08676778,0,5.47993551,0,7.8457162,0,4.60398722,0,7.16395696,0,8.30038156,0,0,3.26267223,0,2.7176817,0,0,3.05539756,8.71878288,0,0,0,2.43857458,0,0,1.97798405,9.96698423,0,0,0,0,0,0,7.54854618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"354","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_F1",3,0,0,7.86388196,0.561579269999999,0,7.54808513,0,12.15409471,0,5.44950818,0,6.95302928,0,0,0,0,10.13378822,9.4425362,0,0,0,0,6.50167075,6.9775118,0,0,0,4.73030152,0,7.64910672,7.6035091,7.30976098,0,0,0,6.82007731,0,0,0,0,9.13140769,7.90551372,7.17733034,4.97847845,8.43266892,8.91787497,2.35856663,0,0,0,6.18519182,8.6918057,8.41775408,0,0,9.50673649,9.00149293,8.18957459,8.24519476,0,7.72394991,6.6758553,4.81245266,5.91874378,8.67661733,0,8.02090556,7.61801889,8.44254049,0,6.38797188,4.05320011,5.45316095,0,0,0,6.31016606,0,6.29321775,0,8.48008733,0,5.5549921,0,4.63697913,0,7.5156634,0,0,3.42938519,0,0.669664010000002,0,0,0.87400778,8.4533603,0,0,0,1.76781958,0,0,1.56733805,9.56791519,0,0,0,0,0,0,5.06041477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48098787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"104","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_F1",3,0,0,8.891459,0,0.0561055400000008,7.86455933,0,0,0,0,0,8.42630045,0,0,0,0,10.63792216,10.19137904,0,0,0,0,0,1.05828605,0,0,0,0,0,8.41008433,0,7.89616814,0,0,0,7.18002597,0,0,0,0,9.51297075,9.28442617,8.58437456,7.74001112,8.97673047,9.65884733,0,0,0,0,5.80403335,9.04333394,9.11113786,8.67683099,0.76540769,9.39863636,9.01090705,8.83160789,9.04404481,0,8.584961,8.32279866,6.20306103,6.16262044,9.57461748,0,9.6356712,9.10181957,8.93653745,0,6.58543922,6.47448601,8.58147492,0,0,0,7.05029992,0,7.75978792,0,8.88902889,0,6.35739344,0,4.77600593,0,9.14150013,0,0,2.29452515,3.2418574,2.65743949,0,0,0.626810979999998,7.69716074,0,0,0,5.2693719,0,0,0.60600324,10.10403493,0,0.225241400000002,0,0,0,0,6.19021236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"192","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-UI-CO-ASCN-LPL_MAIT_5OPRU_C7",3,0,0,8.6430665,0,0,6.92581177,0,0,0,0,0,8.64110049,0,0,0,6.3188948,10.50052529,10.50235307,0,0,0,0,0,6.2442956,0,0,0,0.24539335,0,7.33572809,0,7.20109608,0,0,0,7.23963079,0,0,0,0,9.28160267,9.14195237,8.79119409,7.65967794,9.39148183,9.47692207,0,0,0,0,5.15679998,8.80935704,8.97038433,7.76545192,0,8.92354752,9.03063764,8.0910026,9.04156201,0,8.37245825,8.04837305,6.93038093,5.08820328,9.42376287,0,9.66977904,8.42617195,8.70658171,0,4.35866668,6.69987234,8.0873174,0,0,0,7.96054985,0,7.2301455,0,8.77621266,0,5.73081164,0,3.82989093,0,8.24878854,0,0,1.14005398,3.21922359,1.62451829,0,0,2.62342526,7.79872849,0,0,1.916012,7.52757152,0,0,0,9.86245543,0,2.76562105,0,0,0,0,0,0,2.03871791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93602186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"109","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_H2",3,0,0,8.77326692,5.85086087,4.52392909,7.60298615,0,0,0,0,0,8.86432315,0,0,0,0,10.91445746,10.31753047,0,0,0,0,0,3.73380728,0,0,0,0,0,8.62194383,0,8.06147404,0,0,0,7.54142407,0,0,0,0,10.07798654,9.5350383,8.69099025,6.94129063,9.93735046,9.43994761,0,0,0,0,4.31466671,8.24746195,9.26152123,9.66191181,0,10.13415387,9.40049582,9.6051724,9.23422317,0,8.51457878,8.13414543,6.67739558,5.82422028,10.2468975,0,9.65121188,8.96005114,8.88517697,0,6.65239521,5.94540148,9.38086481,0,0,0,6.84296955,0,8.19953352,0,8.81715638,0,6.32592273,0,4.79270427,0,9.66573678,0,0,1.99839132,0,0,0,0,3.1452616,7.72650872,0,0,0,2.27673543,0,0,0.650371960000001,9.81112533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"292","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_F9",3,0,0,7.87725993,0,0,7.18334059,0,10.45286548,0,0,7.06674683,6.55052846,7.23475561,0,0,0,10.17612181,9.60190057,0,0,0,0,0,7.25030712,0,0,0,5.77261014,0,9.3925872,0,9.09548915,0,0,0,4.55059531,0,0,0,0,9.09692086,8.84957448,8.04213038,5.79735368,8.50852875,8.78856855,0.66224832,0,0,0,4.77926972,9.2275843,8.44001221,8.84763411,0,8.0844181,9.21386254,7.33448905,8.33387465,0,7.66658162,7.91376827,5.29591307,5.82069863,9.73886766,0,9.17157674,8.07468845,8.61796221,0,7.46366141,4.96664487,8.99676353,0,0,0,8.2606005,0,7.02800795,0,8.33534241,0,4.51025778,0,6.16399284,0,8.99704189,0,0,1.98587516,0.587675860000001,1.86394274,0,0,1.3240939,8.37216547,0,0,0,3.08226682,0,0,1.20816157,9.85077616,0,0,0,1.00512844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"139","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_1W-UI-CO-CECU-LPL_MAIT_5OPRU_A6",3,0,0,8.90154393,0,0,7.66498875,0,0,0,0,0,8.3800131,0,6.55601145,0,0,10.72858385,9.88788723,0,0,0,0,0,2.68778193,2.08927483,0,0,0,0,9.15199036,0,8.93220088,0,0,0,6.27638669,0,0,0,0,9.69433076,8.21303423,7.75858618,5.34540177,8.34533197,8.44779475,4.92772535,0,0,0,4.05536958,9.26593058,9.43902261,0,0.888659740000001,8.46141409,10.00687167,8.77682822,9.25098344,0,8.6496887,8.05667147,6.74542855,3.98729089,8.69444654,0,9.23731211,4.97238877,8.50189112,0,4.54088385,4.22154605,9.53281235,0,0,0,8.3836683,0,5.70061086,0,8.37002926,0,5.13726641,0,5.7622494,0,8.06946855,0,0,1.13793689,5.73658651,4.21812276,0,0,0,7.1012013,0,0,3.11584826,4.04159867,0,0,0,10.62376817,0,5.33304515,3.04263256,0.774898319999998,0,0,0,0,0.622996650000001,0.1889334,2.12379995,0,5.5941975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78845832,0,0,0,0,0,0,0,1.00333312,0,0,0,0,0,0,0,0,0,0,0,4.55406402,0,1.00877692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"212","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_C7",3,0,0,0,0,0,6.42368048,0,9.44820307,0,0,7.86519996,7.90355848,0,7.01426675,0,0,7.44355278,6.62600916,0,0,0,0,6.99055284,7.42342981,1.53341493,0,0,1.95442401,0,9.01468167,5.80583292,8.46806377,0,0,0,5.74332232,0,0,0,0,8.22221089,7.64401231,6.79708431,7.42097556,5.59276373,8.28485044,5.42776352,0,0,0,5.42523406,8.65594566,8.55488872,5.66370741,0,0,9.42992974,6.57566899,8.02037759,0,8.26037842,6.47882171,7.42738669,3.81511712,8.69059963,0,8.18694208,7.88682871,8.23627892,0,6.17274098,6.19819656,7.5620104,0,0,0,5.22176526,0,6.74127992,0,5.34998852,0,2.24683785,0,3.42066606,0,0,7.83469832,0,0,6.75874143,5.54071284,0,0,2.45787964,6.75629019,0,0,1.80561308,5.73912648,0,0,1.12678114,10.13779734,0,0,0,0,0,0,4.1496583,0,4.33037399,3.30530365,2.01713121,0,4.63687369,0,0,2.05004927,0,0,2.21398981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"201","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-UI-CO-ASCN-LPL_MAIT_5OPRU_G8",3,0,0,7.66888006,0,0,8.08877046,0,0,0,0,0,7.50308489,0,0,0,0,10.37563702,10.39903205,0,0,0,0,0,1.63889402,0,0,0,0,0,7.82810211,0,7.47335473,0,0,0,8.06653714,0,0,0,0,9.24518887,9.03050707,8.77849484,7.82210538,9.59318878,9.43017217,7.61737291,0,0,0,3.97509428,8.97296191,9.02498709,8.62025752,2.27019761,9.80809629,9.52174911,8.87613784,9.0519237,0,7.74271562,6.17410324,7.83724169,4.89324365,9.40738623,0,9.50658644,8.55517699,8.83285685,0,6.00354446,6.0765698,7.73353066,0,0,0,8.2861668,0,7.24978252,0,8.23886352,0,5.83889262,0,5.54428105,0,9.02570749,0,0,1.42222441,2.48101322,2.7998319,0,0,1.43706558,7.78348205,0,0,0.24671137,5.17371438,0,0,0.0415895800000001,9.74781458,0,1.58818278,0,1.28356727,0,0,5.6440502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08911639,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10333624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"213","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_C8",3,0,0,8.34178322,0,0,5.9060646,0,9.98433694,0,0,0,7.75576629,0,0,0,0,10.52024669,10.36062966,0,0,0,0,0,7.55708068,7.33250955,0,0,0.5432147,2.5878004,9.59511853,0,9.62027691,0,0,0,6.5900831,0,0,0,0,8.43233139,6.22557942,6.46751113,7.21448826,8.92299543,8.21975257,7.13068876,0,0,0,0,2.50789678,8.24781045,0,4.17473483,8.24791347,9.46315754,0.581371610000001,8.35870172,0,7.11297163,7.3568841,8.00057486,0,9.25606679,0,9.29399471,8.34234568,9.04043236,0,5.89017446,5.82138376,7.8670707,0,1.83338945,0,6.46844297,0,6.73077501,0,7.33528852,0,0,0,6.33234433,0,0,0,0,0,5.31006167,7.44334977,0,0,0,0,0,0,4.66972525,4.31067856,0,0,4.55969841,11.38538345,0,5.97381922,1.33871609,3.62521255,0,0,5.95726473,0,1.59952031,3.59619428,4.33110272,0,6.19777102,0,0,3.07923205,0,0,2.02971974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73429084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"282","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_B11",3,0,0,7.73923758,0,0,5.95760686,0,0,0,0,0,7.73545165,0,0,0,0,10.15005948,9.6469458,0,0,0,0,0,0,5.92590842,0,0,0,0,8.67227555,0,8.12176957,0,0,0,7.15599897,0,0,0,0,9.86437569,10.03866317,9.32485384,6.89492196,9.77380657,9.58308914,6.53690901,0,0,0,6.9040201,9.59392857,8.87348117,8.94723757,1.47687024,9.88368979,9.67577895,8.30117546,9.10779814,0,8.24481066,8.23948498,7.33953567,6.41999567,7.4314503,0,8.950282,9.18042963,8.96540739,0,7.92968227,4.00570705,8.39662907,0,0,0,8.39858412,0,7.49792838,0,8.15977655,1.051492,5.5520315,0,5.32765513,0,8.25940781,0,0,5.5472201,0,0,0,0,0,7.74477861,0,0,0,5.93718738,0,0,1.34699877,10.4969677,0,0.0655328799999992,0,3.54109202,0,0,6.96255204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54030119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"103","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_E2",3,0,0,9.14761848,0,0,6.28473799,0,0,0,0,0,8.63927804,0,0,0,0,11.38905009,10.80510276,0,0,0,0,0,5.46759252,0,0,0,0,0,8.26705204,0,7.71394199,0,0,0,6.65854659,0,0,0,0,9.75291668,9.35276977,8.31194223,8.5419375,9.96065787,9.53780571,0,0,0,0,5.92839239,9.16387425,9.2437708,9.25009729,0,8.450416,8.96015696,9.33263646,9.3788424,0,8.63374721,8.04615438,6.70682422,5.89656706,9.92618378,0,9.64669992,8.37218115,8.46707717,0,5.76816789,6.03787388,8.94023244,0,0,0,8.60924675,0,8.05828715,0,8.96443991,0,6.43130516,0,6.76256982,0,9.62272779,0,0,2.25208992,0,2.56047139,0,0,2.0626099,8.020062,0,0,0,5.08653341,0,0,0.455800379999999,9.95466812,0,0.453280849999999,0,0,0,0,0,0,0,0,0,0,2.11004183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37179873,0,0,0,0,0,0,0,6.92899422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"118","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2R-I-CO-DESC-LPL_MAIT_5OPRU_C3",3,0,0,9.04174706,0,0,8.0580984,0,0,0,0,0,8.67689706,0,0,0,0,10.8670461,10.72524074,0,0,0,0,0,4.8013086,0,0,0,0,0,6.73366025,0,6.82494503,0,0,0,7.98478184,0,0,0,0,10.00517821,9.48770655,9.42768151,8.29827454,9.55541308,10.16487266,6.73933824,0,0,0,5.91309395,9.69400037,9.07868311,8.63753073,0,10.30626914,8.87620077,9.38624554,9.03424203,0,8.83026515,6.9588092,7.54597282,4.50306389,10.05727151,0,9.87855537,8.98236204,9.2897108,0,6.87698026,6.8291906,9.36868386,0,0,0,8.79647119,0,7.76075887,0,9.40211512,0,4.72582467,0,6.74163235,0,8.72957756,0,0,2.64122001,1.89636812,3.59473855,0,0,3.79534779,6.42388125,0,0,0,5.35637506,0,0,1.07810515,9.76756821,0,1.25447793,0,0,0,0,0,0,1.12776442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29110611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"291","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_F11",3,0,0,8.06183972,0,0,7.023651,0,9.55020771,0,7.41304868,6.49564391,7.23058296,0,0,0,9.14479921,10.67572218,9.89062425,0,0,0,0,0,4.04440677,0,0,0,0,0,9.26381841,0,8.58218831,0,6.73903269,0,7.25248882,0,0,0,0,9.83603546,9.76231745,8.80166058,5.5025762,8.80987663,8.32667644,3.24486193,0,0,0,6.15733954,7.38078106,8.012145,7.43092869,0,9.93986217,9.02743464,8.92014886,8.13908965,0,7.87671121,8.14909331,4.89726651,5.5721557,9.81064732,0,7.98409298,8.50124903,8.42203961,0,7.76632282,4.60908003,9.44412168,0,0,0,8.16809579,0,7.29441873,0,0,0,5.82303482,3.45495133,6.02680795,0,0.539445390000001,0,0,0,0,2.45269908,0,0,1.16876793,7.38590344,0,0,0,3.64913689,0,0,2.36960332,10.01682727,0,0.768792359999999,0,0,0,0,6.20306003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29318736,0,0,0,0,0,0,0,0,0,0,0,0.241579250000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"196","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_2W-UI-CO-ASCN-LPL_MAIT_5OPRU_E7",3,0,0,9.58478418,0,0,7.29115393,0,0,0,0,0,8.6611242,0,0,0,0,11.03171108,10.27222268,0,0,0,0,0,4.57960435,0,0,0,0,0,8.37902365,0,7.64836784,0,0,0,6.20480599,0,0,0,0,10.15376455,8.85626291,8.15042958,8.99067059,8.25953864,9.45796427,5.32133375,0,0,0,6.38858554,9.50305511,9.33612974,8.70218925,0,10.33632291,9.63957837,9.61577012,9.48143896,0,8.20594454,7.4228789,7.39265782,6.56678895,10.08526861,0,9.68236578,8.75336448,9.06155744,0,6.72448346,6.07864546,9.64983112,0,0,0,8.2941397,0,8.11484479,0,9.02503639,0,3.88144239,0,6.45951857,0,9.38602619,0,0,3.47050387,2.51345469,1.67169629,0,0,0.833528659999999,8.03523133,0,0,0.77648933,2.72662703,0,0,0,10.33574549,0,3.08643593,0,2.52330057,0,0,6.26991561,0,0.0227249799999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
