"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","kmeans.cluster.1","ADAMTS2","CD3E","CXCR4","B2M","FYN","RPL13A","RAC2_1","CD53","IL7R","RAC2_2","CD44","TNFAIP3","CDC42_2","JAK1","CDC42_1","GAPDH","TGFB1","CD52","NFKB1","STAT5B","HIF1A","ZAP70","TNFRSF1B","FURIN","IRF1","CD28","CD8A","CTNNB1","THBS1","STAT3","TCF7","IFNGR1_2","STAT4","IL25","TGFBR2","REG3G","RAC1_2","LY6E","RAC1_1","CMA1","ITGB2","FFAR2","CCL24","IFIT3","IFNGR1_1","ITGAL","CXCL2","ANG","CCR7","CD40","CCR6","BCL2","CCR2","F2R","CCR3","CXCL10_2","PDCD1_2","IRF9","IL12RB1_1","MMP28","IFIT1","ICAM1","FZD1","GSK3A","PTEN","IL1B","IFI44","ISG15","CTLA4","PI3","TPSB2","HMGB1","CXCL10_1","SOCS3","TNF_2","IL22","CXCR3","STAT1","ICOS","ITGB1","RORC","IFI44L","JAK2","NLRP3","ITGA4","GATA3","CCL8","TNF_1","IFNAR2","CCR5","IRF2","NR4A1","CEACAM1","CCL3","LGALS3","IL4R","C3_1","C3_2","ZEB2","CAMP","IL12RB1_2","GRN","F2RL2","BCL6","FNDC4","IRF4","VAV1","LRP6","VEGFB","WNT1","IFNAR1","TBX21","TYK2","GSK3B","TNFRSF1A_1","TNFRSF1A_2","OSM","IRF7","CCR4","CFH","PTGES2","IFNG_2","IFNG_1","IL2RA","CSF1","EGR2","FOXP3","APP","TRAF3IP2","CSF2","PDGFB","PDGFA","EGR1","CCR1","CD4","AREG","TRAF2","IL26","TSPAN2","AIM2","MMP25","CD274","LEF1","PPARA","TGFA","FGF9","ATOH8","IL17A_1","MMP9","HLA.DRA","P3H4","CRISPLD2","PDCD1_1","SDC1","TNFRSF21","IL17A_2","IL1A","IGF1","HGF","NPNT","PPARGC1A","IL10","RHO","JAG1","TGFB3","C5_2","IL21","ENG","IL5RA","IL4","HMOX1","C5_1","VEGFA","IL2","IL3","MMP2","HBEGF","MMP24","FGFR2","CXCL9","IL7","CSF1R","DEFB1","ECM1","EGFL6","F13A1","IL5","LRP5","PPARG","SYK","VEGFC","VWF","cohort"
"342","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_3R-I-CO-RECT-LPL_MAIT_5OPRU_G10",8,8,0,0,6.00706189,0,7.53424727,4.16711456,1.11687613,0,0,1.3764807,0,9.21724205,9.35586665,0,9.33603074,7.19941384,0.39981002,0,0,0,0,0,0,6.23229607,0,0,0,0,0,0,0,9.06328315,0,7.79209343,0,5.89256378,7.88735474,0,7.77813555,7.77592351,0,8.38586168,2.30982265,8.28975423,8.9405354,0,0.664907280000001,7.14171269,6.89932249,0,0,7.07289726,0,3.51822843,8.14098475,0,5.9088349,8.06982726,0,4.82159428,0,5.51660962,0,0,0,0,9.54344191,0,7.87166294,0,5.30118796,7.15350825,0,2.31622029,0,2.41507428,0,0,0,0,6.24576129,0,0.206327349999999,1.99446017,0,0,3.45493967,0,0,0,0,0,0,0,6.61009213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77813,0,0,0,0,0,11.05512283,0,7.26289215,0,0,0,0,0,0,0,0,0,0,0,6.98184168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"98","tissue","RUS010","infl","tissue.RUS010.infl","tissue.RUS010.infl.FZ","tissue.RUS010.infl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_1R-I-CO-ASCN-ALL_MAIT_5OPRU_G10",8,8,0,0,5.27243429,0,0,0,0,0,0,0,0,0,10.54197274,0,9.84659281,7.48319689,0,0,0,0,0,0,0.881807940000002,0,0,0,0,0,8.81454904,0,0,8.55293851,0,8.25721776,0,8.35725936,6.11180617,2.19739723,4.88635773,8.73755405,0,4.63683662,6.78430411,7.72698136,7.74137635,0,0,9.35202561,5.78308221,7.52166705,6.59747453,0,0,5.6485285,7.9849322,7.23265641,7.57858115,7.42214441,0,2.37270918,8.63286089,0,0,0,0,7.24488871,6.3562279,0,7.8114428,5.2907432,0.163506550000001,3.06717384,6.63641158,0,0,6.42718089,1.25963265,0,0,0,0,1.3067813,3.79719589,6.78335398,0,0,1.73935579,0,0,0,0,0,0,6.24406616,0,0,1.31695277,0,0,0.0561851599999983,0,0,1.40963704,0,0,0,0,1.05939426,0,0,0,0,0,0,0,0,0,0,9.92766202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9375222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"88","tissue","RUS010","infl","tissue.RUS010.infl","tissue.RUS010.infl.FZ","tissue.RUS010.infl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_1R-I-CO-ASCN-ALL_MAIT_5OPRU_D3",8,8,0,0,0,0,0,6.44300528,0,0,0,0,0,0,10.85141288,0,10.18716356,6.09492218,0,0,0,0,0,0,1.32059866,0,0,0,0,0,0,0,0,9.33817033,0,7.62631727,0,1.09431699,8.98741684,0.682467150000001,7.62548077,6.41066251,0,7.74697426,4.75283261,7.75958083,8.3300012,0,5.6035965,9.5888162,7.46972619,8.71163734,6.68913899,0.71284554,0,9.59733008,6.70905128,7.19506002,3.98352391,6.90493534,0,1.29528007,8.07536388,0,1.85855769,0,0,0,6.65096691,0,8.94312396,1.77663006,6.83293626,9.67705019,6.88941972,0,5.13850946,6.61007653,0,0,0,0,0,3.46804572,6.16161606,2.17149824,0,0,0,0,0,0,0,0,0,6.00119005,0,0,0.43201968,0.34513462,0,0,0,1.46872349,2.68357132,0,0,0,0,0,0,0,0,0,1.19331659,0,0,0,0,0,10.1935381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39786453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"397","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_A3",8,8,0,0,7.48623722,0,0,7.81592848,0,0,7.09231628,0,0,10.698684,8.40904158,0,8.87678709,4.91404371,0,0,0,7.41825856,0,0,0,6.41944709,0,0,0,0,0,0,0,8.26761584,0,0,0,4.83718268,8.61857425,5.9607641,8.8530211,6.97418348,0,8.24707795,4.48825393,8.39382779,8.58210779,0,0,7.5902971,5.92478383,0,7.82156563,0,0,7.79541042,0,3.51990986,0.7181547,6.84814151,0,0,7.69030548,5.26901864,6.7009078,0,0,0,10.02995957,0,7.70965607,0,0,5.70828666,5.27304938,0,0,4.93321653,6.21207005,0,0,0,0,3.87993519,2.88746515,0,0,0,3.01695566,0,0,0,0,0,0,0,0,0,0,0,6.8218529,0,0,0,2.05876744,0,0,0,0,0,0,0,0,0,2.65666771,0,0,0,0,0,10.74354914,0,2.25573833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93837942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"263","tissue","RUS012","uninfl","tissue.RUS012.uninfl","tissue.RUS012.uninfl.FR","tissue.RUS012.uninfl.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_2W-UI-CO-ASCN-LPL_MAIT_5OPRU_G7",8,8,0,0,0,5.35818897,0,5.37337354,0,0,0,0,0,8.99153686,9.86795127,0,9.17893767,5.87834137,5.71165568,0,0,0,0,0,0,6.55518204,0,0,0,0,10.27035643,0,0,9.00371976,0,9.43782689,0,8.245671,5.0172823,0,5.32702002,7.8740876,0,8.86379655,4.91558855,0,8.76909961,0,4.03895252,9.90679718,8.44326108,9.14466363,0,5.54445498,0,9.04932458,0,7.01852162,0,8.5558656,0,5.15797156,0,0,0,0,0,0,3.39269217,0,0,2.35474719,4.88923406,0,6.90679041,6.94988104,0,6.43741811,4.37245404,0,0,0,0,1.7322295,0.923028630000001,6.29095094,0,0,6.02546658,0,0,0,0,2.69580119,0,7.45361685,0,0,0,0,0,3.05930726,0,0,0,0,0,0,0,3.295037,0,0,0,0,3.36248218,0,0,0,0,0,11.09914082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"141","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_2W-UI-CO-SIGM-ALL_MAIT_5OPRU_F6",8,8,0,0,8.30987446,0,0,6.54400041,0,0,0,0,0,0,9.46662914,0,8.89632387,5.50621484,0,0,0,0,0,0,0.816682709999998,0,0,0,0,0,7.65395703,0,0,9.26058269,0,6.65522575,0,6.0689853,8.4597166,0,7.66541252,6.98444579,0,0,3.73636946,8.48854647,8.44476538,0,0.395322,3.05403228,0,8.50363963,0,6.97379676,0,7.47221831,0,8.15279493,6.73934165,6.93242079,0,6.04512563,8.67341583,2.44626237,0,0,0,5.46889534,9.71104976,0,7.47902348,3.80004919,5.09736031,8.54828871,7.37815026,0,0,5.77656987,0,0,0,0,0,4.8664897,7.76961606,6.09808449,0,0,3.61551459,0,0,0,0,0,0,4.98836612,0,0,1.75254646,0.466949849999999,0,1.2120101,0,5.76971851,0,0,0,0,0,1.36789089,0,0,0,0,3.82288001,0,0,0,0,0,10.164277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62530701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"434","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_H5",8,8,0,0,6.3338387,0.14172026,0,7.36676925,0,0,0,0,0,7.58321643,9.30204841,0,9.20577382,7.07668882,0,0,0,0,0,0,0,0.84991028,0,0,1.10450688,0,0,0,0,8.69489745,0,8.74624661,0,6.70247975,8.4927389,6.37038275,8.62667058,8.1531976,0,4.18981086,5.3136719,0,8.96539558,0,1.81212328,2.22525983,8.95549258,4.17023914,8.56946135,8.42779667,0,8.57253861,2.462041,6.32257851,8.73178069,7.64040595,0,6.67579288,8.38633647,2.74842904,7.02426963,0,0,5.10138363,9.06166937,0,0,0,2.873322,7.09509445,7.84367405,2.51110719,0,0,7.2048852,0,0.57106052,0,0,3.2452485,6.50744298,0,0,0,0,0,0,0,0,0.166553230000002,0,0,0,0,0,0,0,2.24588649,0,0,0,0,0,0,0,0,0,0,0,0,3.01371499,0,0,0,0.551703830000001,0,11.02625118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02885038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73376122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"455","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-IEL_MAIT_5OPRU_A4",8,8,0,0,5.67281081,6.4835187,0,5.78020025,0,0,0,0,0,0,9.71131115,0,9.51511973,4.49721812,0,0,0,0,0,0,0,0,0,0,0,0,8.86134788,0,0,6.08681699,0,8.69869596,0,6.03706753,9.21059973,4.08241155,8.47923808,7.95867238,0,9.11478814,2.95925432,6.35192518,6.12689409,0,2.67515376,8.96410089,8.06613737,7.63931014,6.13383051,0,0,8.06146214,7.817649,3.82969944,7.70319398,7.96742009,0,6.50410187,8.30281047,7.11045206,8.50802804,0,0,0,7.45355811,0,8.71105998,4.23196077,4.96502735,7.55120375,5.24881986,3.03104446,0,0,7.57905319,0,0,0,0,0,3.80547428,0,0,0,0,0,0,0,0,0.83075801,0,0,0,0,0,0,0,0,0,4.26702447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74920189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"127","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_2W-UI-CO-SIGM-ALL_MAIT_5OPRU_A8",8,8,0,0,0.502802750000001,0,0,7.54571714,0.49908198,0,0,0.821786450000001,0,0,9.09002999,0,8.6140744,4.67834271,0,0,0,0,0,0.567954830000001,0.767919110000001,0,2.86802084,0,0,0,7.93375492,0,0,8.77140857,0,6.94289577,0,6.43446539,8.46055989,3.04458738,7.86625066,7.61962334,0,6.77899586,4.55010564,7.94075427,8.18880804,0,4.35826306,8.3790422,6.81012386,9.2439565,5.12231754,0,0,8.90382912,0.00859604000000047,6.03851216,0,7.15810593,0,7.09520257,7.95636875,5.05785616,0,0,0,6.71651984,9.43256474,0,8.40162273,4.02034467,0,8.58234832,5.62126019,3.79055244,0,5.7227263,1.54341524,0,0,0,0,3.322272,0,5.40641171,0,0,2.98487319,0,0,0,0,0,1.02712415,5.64544235,0,0,3.206593,2.0385571,0,1.03163685,0,0,3.02350323,0,0,0,0,0.20899296,0,0,0,0,0.640855380000001,0,0,0,2.52672377,0,10.39914808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74454042,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"103","tissue","RUS010","infl","tissue.RUS010.infl","tissue.RUS010.infl.FZ","tissue.RUS010.infl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_1R-I-CO-ASCN-ALL_MAIT_5OPRU_H2",8,8,0,0,0,0,0,2.69298687,3.48715987,0,0,3.61402894,0,0,10.22346867,0,9.72261737,6.01331477,0,6.39992214,0,0,3.08045732,0,1.14627963,0,0,0,0,0,6.79930164,0,0,8.91195274,0,6.88594864,0,5.0304591,7.72247473,2.80080672,7.21195366,3.23576915,0,8.12599907,4.85414685,6.81655558,8.20185819,0,0,8.33686827,2.60888296,7.05452479,6.22285205,7.01830139,0,8.85506438,5.41486637,7.14645411,0,7.26877214,0,5.39621881,7.92902817,4.36732307,0,0,0,0,8.30636987,0,7.84394514,0,7.53527362,6.33200415,6.47177043,0,0,5.57653599,0,0,0,0,0,4.65957587,5.34093849,6.50784429,0,0,2.17292692,0,0,0,0,0,0,2.3994019,6.41865547,0,0,0,0,0.840783699999999,0,0,0,0,0,0,0,0,0,0,0,0,4.30940913,0,0,0,0,0,10.08626102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91111601,0,0,0,0,0,0,3.31100452,0,0,2.72001357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"118","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_1W-UI-CO-SIGM-ALL_MAIT_5OPRU_E4",8,8,0,0,6.77510216,0,0,4.27197009,0.83290268,0,0,0.165387379999999,0,0,11.09840401,0,10.72312186,7.71789833,0,0,0,0,0,0,1.37472276,0,0,0,0,0,6.86398995,0,0,8.24114586,0,8.53156465,0,0,8.56364188,0,7.92149192,7.42482817,0,8.85687488,4.70872488,9.54098283,7.73732364,0,5.23588283,9.98666548,5.06023474,9.33084985,7.04941443,5.91784758,0,0,7.57512488,6.89899923,0,4.17627425,0,5.057421,9.5331018,0,8.29594911,0,0,7.5568664,8.68860478,0,6.71970708,4.22055917,2.39454815,6.1951784,6.18148953,0,0,5.89409631,0,0,0,0,0,5.57045624,5.99478729,4.74964508,0,0,4.59328401,0,0,0,0,0,0.712892069999999,5.97054104,0,0,0,0,0,0,0,1.51930477,0.310335599999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29042406,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76873306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998577659999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"150","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_2W-UI-CO-SIGM-ALL_MAIT_5OPRU_H6",8,8,0,0,0,8.33591276,0,5.87078883,0,0,0,0.540470240000001,0,9.67061327,9.60135746,0,8.72117012,6.54356756,0,0,0,0,0,0,0,0,0,0,0,7.7228044,8.87510556,6.10703042,0,10.20285823,0,0,0,6.98920935,6.79691794,0,4.80126044,7.92133846,0,9.4087214,5.46798701,8.04005572,9.14372987,0,0,10.01462248,7.43758846,7.3827305,6.7366668,7.04389775,0,3.94682221,0,7.89710864,7.21270882,0,0,5.24281568,8.21404654,0,0,0,0,4.97910167,7.64860956,0,7.40088572,0,6.70777754,8.27877937,7.68750124,0,0,6.37023702,5.47208705,0,0,0,0,4.6748869,0,1.39266821,0,0,3.30653797,4.06406942,0,0,0,0,0,0,0,0,0,1.26165519,0,0,0,0,3.40518646,0,0,0,0,0.520992379999999,0,0,0,0,1.34139505,0,0,0,0,0,9.86767372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"446","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_D3",8,8,0,6.1562057,6.98157272,0,0,6.78590728,0,0,7.35710425,0,0,0,10.17533509,0,9.87861722,6.19345677,0,0,0,0,0,0,0,1.59077855,0,0,0,0,8.11647035,0,0,8.07923267,0,8.44923081,0,4.65726086,8.98013058,5.0358661,8.39756258,8.88219826,0,7.34601056,3.70851206,6.46528205,7.7072831,0,4.62949038,7.82245117,8.41392674,7.76139604,7.36551111,7.26554724,0,8.8014375,8.37095418,6.26091089,0,3.54535969,0,7.95379217,8.81783677,5.77090685,0,0,0,0,9.27695566,0,9.05686682,4.27488175,3.52191445,9.11230334,5.84791474,0,0,1.37245255,6.15844892,0,0,0,0,0,3.42022283,0.44157062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15782301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62144238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24940206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"314","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_F7",8,8,0,0,0,0,0,7.51014917,0,0,0,0,0,0,10.15531513,0,10.11768614,8.33426067,0,0,0,0,0,0,5.30443749,0,4.99477363,0,0,0,8.98124864,0,0,9.59506026,0,0,0,7.74748418,8.13921208,6.2530837,8.06203465,7.02727968,0,9.28553905,2.78726376,9.2593978,9.66334862,0,0,8.31236388,4.24218387,8.46681877,9.29954298,0,0,2.85512536,8.03281088,4.57151023,2.96744436,3.16021442,0,0,9.91637405,6.61356036,9.0781823,0,2.63037259,6.10703578,9.41628096,0,0,0,6.66882565,8.13462826,5.82244315,0,3.66948311,0,0,0,3.01675223,0,0,0,0,7.01403002,0,0,0,0,0,0,0,0,0,0,0,8.31418832,2.75621252,1.11389303,0,0,0,0,3.38925039,0,0,0,0,2.12829298,0,0,0,0,3.85007985,0,0,0,0,0,11.33898182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32366509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59315097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"348","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_A7",8,8,0,0,6.56350359,0,0,5.53601286,0.73702536,0,8.24462325,2.6240848,0,9.33275172,10.21485809,0,9.37587574,5.36867192,0,0,0,0,0,0,5.06922131,5.78239677,0,0,0,0,3.51131977,0,0,8.37603074,0,7.79247569,0,2.02966995,8.46590816,4.10832541,7.46402519,8.27909489,0,9.39838862,4.19966624,8.49184531,7.83995136,0,2.86176608,9.32881075,5.21255836,5.57427524,7.46409369,4.47269815,0,9.73210881,7.40419309,3.15852635,3.95097422,7.26485285,0,5.57519408,8.3552309,5.86886115,0,0,0,0,7.09591595,0,7.83663122,0,4.63877347,8.02544825,4.25014897,3.1223212,6.29572094,0,6.24013107,0,0,0,0,0,3.28129631,0,0,0,0,1.06897529,0,0,0,0,0,0,0,0,0,0,0,0,0.390764399999998,0,1.64462605,0,0,0,7.00719713,0,0,0,0,0,0,0,0,0,0,0,9.41360418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"320","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_H7",8,8,0,0,7.98008278,0,0,5.29849623,0,0,0,0,0,0,10.34840364,0,10.53995486,7.96977095,0,0,0,0,0,0,0,0,1.33161254,0,0,0,7.63638652,0,0,8.83380279,0,7.72479303,0,7.5826878,7.9105059,0,7.74351368,7.07714743,0,7.04477259,0,8.78501924,9.00322907,0,2.58045151,6.27374488,7.5765349,7.31897865,8.52534663,0,0,8.84898336,7.16401234,5.86222431,0,5.79012224,0,0,10.0754686,4.94143708,6.50994189,0,0,6.1150345,10.44646962,0,9.03180293,2.21621347,2.749504,5.1248304,7.39125782,1.35261613,0,1.31271269,2.41264671,0,0,0,0,6.87494055,6.21056004,3.28930471,0,0,5.10318134,0,0,0,0,0,0,4.09688146,0,0,0,0,0,0,0,0,2.97240034,0,0,0,0,1.65686769,0,0,0,0,1.48666397,0,0,0,0,0,11.76651926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54762856,0,0,0,0,0,0,0,0,0,0.38486821,0,0,0,0,0,0,0,0,0,3.70492506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"196","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_D2",8,8,0,0,8.14206235,0,0,7.49224547,0,0,0,0,0,7.08212176,9.4011203,0,8.52008681,5.59838127,0,0,0,7.32219886,0,7.5968277,0,6.13575236,0,0,0,0,9.2411308,8.05559824,0,8.36129945,0,8.34194545,0,8.31748556,6.09037783,0,5.32735095,8.25281241,0,0,4.97162717,8.02643621,7.76236801,0,0,9.82406065,8.64373765,0,7.38678709,8.80350854,0,8.81090162,7.70415127,0,0,9.21021077,0,6.15913178,8.01116981,0,8.4940422,0,0,3.02001824,7.45005919,0,9.27663856,0,7.35951086,7.25508691,0,4.10664104,5.88311358,2.13923694,0,0,0,0,0,0,4.57684167,0.470764979999998,0.300097610000002,0,0,5.29072604,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22149734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8645467,0.0969531299999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532947279999998,0,0,0,0,0,1.86226946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
