"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","kmeans.cluster","kmeans.cluster.1","ADAMTS2","CD3E","RPL13A","FYN","B2M","RAC2_1","RAC2_2","CXCR4","CD44","CD53","IL7R","TGFB1","JAK1","CDC42_2","GAPDH","CDC42_1","CD52","TNFAIP3","STAT5B","NFKB1","HIF1A","ZAP70","TNFRSF1B","IRF1","CD28","FURIN","CTNNB1","CD8A","STAT3","TCF7","TGFBR2","LY6E","ITGB2","IFNGR1_2","STAT4","RAC1_2","IL25","FFAR2","RAC1_1","THBS1","ITGAL","ANG","REG3G","BCL2","IFNGR1_1","IFIT3","CCR6","F2R","CMA1","CCR2","CXCL10_2","CCR3","CCL24","IFIT1","CCR7","CD40","CXCL2","IRF9","IL12RB1_1","PDCD1_2","PTEN","MMP28","GSK3A","CTLA4","IFI44","IL1B","ICAM1","CXCL10_1","IL22","HMGB1","FZD1","RORC","TPSB2","STAT1","TNF_2","ITGB1","SOCS3","IFNAR2","ISG15","JAK2","GATA3","PI3","CCL8","ICOS","NLRP3","IFI44L","CCR5","ITGA4","CXCR3","TNF_1","CCL3","IL4R","CEACAM1","C3_1","IRF2","LGALS3","CAMP","C3_2","LRP6","NR4A1","IL12RB1_2","BCL6","VAV1","IRF4","F2RL2","ZEB2","GRN","VEGFB","FNDC4","WNT1","TNFRSF1A_1","TNFRSF1A_2","OSM","GSK3B","TBX21","TYK2","IFNAR1","CCR4","IRF7","CFH","IL2RA","EGR2","CSF1","FOXP3","PTGES2","APP","PDGFA","TRAF3IP2","PDGFB","CSF2","CCR1","IFNG_1","IFNG_2","TSPAN2","TRAF2","EGR1","CD4","AREG","CD274","IL17A_1","PPARA","IL26","FGF9","AIM2","MMP9","TGFA","HLA.DRA","LEF1","MMP25","CRISPLD2","IL17A_2","ATOH8","SDC1","P3H4","TNFRSF21","HGF","NPNT","PPARGC1A","IL3","RHO","IL21","HMOX1","JAG1","PDCD1_1","TGFB3","IL1A","ENG","IL10","IGF1","IL2","C5_2","VEGFA","C5_1","IL4","HBEGF","MMP2","IL5RA","MMP24","FGFR2","CXCL9","IL7","CSF1R","DEFB1","ECM1","EGFL6","F13A1","IL5","LRP5","PPARG","SYK","VEGFC","VWF","cohort"
"118","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_1W-UI-CO-SIGM-ALL_MAIT_5OPRU_E4",8,8,0,0,4.27197009,0,0,0.83290268,0.165387379999999,6.77510216,0,0,0,0,0,11.09840401,7.71789833,10.72312186,0,0,0,0,0,0,1.37472276,0,0,0,0,0,0,0,0,0,0,8.24114586,0,8.56364188,8.53156465,8.85687488,7.92149192,6.86398995,0,9.98666548,0,5.91784758,7.73732364,9.54098283,7.04941443,0,7.42482817,0,6.89899923,7.57512488,4.70872488,9.5331018,5.06023474,9.33084985,5.23588283,4.17627425,0,0,0,5.057421,0,6.71970708,8.68860478,7.5568664,0,6.18148953,5.89409631,6.1951784,8.29594911,0,2.39454815,0,0,0,0,0,0,5.99478729,0,4.22055917,4.59328401,0,4.74964508,5.57045624,0,0,0,0,5.97054104,0,0.712892069999999,0,0,0,0,0,0,0,0,0,0,0,0.310335599999998,0,1.51930477,0,0,0,0,0,0,0,0,0,0,10.29042406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76873306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998577659999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"150","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_2W-UI-CO-SIGM-ALL_MAIT_5OPRU_H6",8,8,0,0,5.87078883,0,8.33591276,0,0.540470240000001,0,0,0,0,0,0,9.60135746,6.54356756,8.72117012,0,9.67061327,0,0,0,0,0,0,0,0,7.7228044,0,6.10703042,0,0,0,0,10.20285823,0,6.79691794,0,9.4087214,4.80126044,8.87510556,0,10.01462248,6.98920935,7.04389775,9.14372987,8.04005572,6.7366668,3.94682221,7.92133846,0,7.89710864,0,5.46798701,8.21404654,7.43758846,7.3827305,0,0,0,7.21270882,0,5.24281568,0,7.40088572,7.64860956,4.97910167,0,7.68750124,6.37023702,8.27877937,0,0,6.70777754,0,0,0,0,0,0,0,0,0,3.30653797,0,1.39266821,4.6748869,0,0,5.47208705,4.06406942,0,0,0,0,0,0,0,1.26165519,0.520992379999999,0,0,0,0,0,3.40518646,0,0,0,0,0,0,0,0,0,0,1.34139505,0,9.86767372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"446","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_D3",8,8,0,6.1562057,6.78590728,0,0,0,0,6.98157272,0,0,7.35710425,0,0,10.17533509,6.19345677,9.87861722,0,0,0,0,0,0,0,0,0,1.59077855,0,0,0,0,0,5.0358661,0,8.07923267,0,8.98013058,8.44923081,7.34601056,8.39756258,8.11647035,0,7.82245117,4.65726086,7.26554724,7.7072831,6.46528205,7.36551111,8.8014375,8.88219826,0,6.26091089,8.37095418,3.70851206,8.81783677,8.41392674,7.76139604,4.62949038,3.54535969,0,0,0,7.95379217,0,9.05686682,9.27695566,0,5.77090685,5.84791474,1.37245255,9.11230334,0,0,3.52191445,0,0,0,0,0,0,3.42022283,0,4.27488175,0,0,0.44157062,0,0,0,6.15844892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15782301,0,0,0,0,0,0,0,0,0,0,0,0,9.62144238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24940206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"314","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_F7",8,8,0,0,7.51014917,0,0,0,0,0,0,0,0,0,0,10.15531513,8.33426067,10.11768614,0,0,0,0,0,0,5.30443749,4.99477363,0,0,0,0,0,0,0,6.2530837,0,9.59506026,0,8.13921208,0,9.28553905,8.06203465,8.98124864,0,8.31236388,7.74748418,0,9.66334862,9.2593978,9.29954298,2.85512536,7.02727968,0,4.57151023,8.03281088,2.78726376,9.91637405,4.24218387,8.46681877,0,3.16021442,0,2.96744436,2.63037259,0,0,0,9.41628096,6.10703578,6.61356036,5.82244315,0,8.13462826,9.0781823,0,6.66882565,0,3.66948311,0,0,0,0,0,0,0,0,3.01675223,7.01403002,0,0,0,0,0,0,8.31418832,0,2.75621252,0,0,0,1.11389303,2.12829298,0,0,0,0,0,3.38925039,0,0,0,0,0,0,0,0,0,0,3.85007985,0,11.33898182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32366509,0,0,0,1.59315097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"348","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_A7",8,8,0,0,5.53601286,0,0,0.73702536,2.6240848,6.56350359,0,0,8.24462325,0,0,10.21485809,5.36867192,9.37587574,0,9.33275172,0,0,0,0,5.06922131,0,0,5.78239677,0,0,0,0,0,4.10832541,0,8.37603074,0,8.46590816,7.79247569,9.39838862,7.46402519,3.51131977,0,9.32881075,2.02966995,4.47269815,7.83995136,8.49184531,7.46409369,9.73210881,8.27909489,0,3.15852635,7.40419309,4.19966624,8.3552309,5.21255836,5.57427524,2.86176608,7.26485285,0,3.95097422,0,5.57519408,0,7.83663122,7.09591595,0,5.86886115,4.25014897,0,8.02544825,0,0,4.63877347,0,6.29572094,0,3.1223212,0,0,3.28129631,0,0,0,0,0,0,0,0,6.24013107,1.06897529,0,0,0,0,0,0,0,0,0,0,0.390764399999998,0,7.00719713,0,1.64462605,0,0,0,0,0,0,0,0,0,0,0,0,9.41360418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"320","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_H7",8,8,0,0,5.29849623,0,0,0,0,7.98008278,0,0,0,0,0,10.34840364,7.96977095,10.53995486,0,0,0,0,0,0,0,1.33161254,0,0,0,0,0,0,0,0,0,8.83380279,0,7.9105059,7.72479303,7.04477259,7.74351368,7.63638652,0,6.27374488,7.5826878,0,9.00322907,8.78501924,8.52534663,8.84898336,7.07714743,0,5.86222431,7.16401234,0,10.0754686,7.5765349,7.31897865,2.58045151,5.79012224,0,0,0,0,0,9.03180293,10.44646962,6.1150345,4.94143708,7.39125782,1.31271269,5.1248304,6.50994189,0,2.749504,0,0,0,1.35261613,0,0,6.21056004,0,2.21621347,5.10318134,0,3.28930471,6.87494055,0,0,2.41264671,0,4.09688146,0,0,0,0,0,0,0,1.65686769,0,0,0,0,0,2.97240034,0,0,0,0,0,0,0,0,0,0,1.48666397,0,11.76651926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54762856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38486821,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70492506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"196","tissue","RUS012","infl","tissue.RUS012.infl","tissue.RUS012.infl.FR","tissue.RUS012.infl.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_1R-I-CO-DESC-LPL_MAIT_5OPRU_D2",8,8,0,0,7.49224547,0,0,0,0,8.14206235,0,0,0,0,0,9.4011203,5.59838127,8.52008681,0,7.08212176,7.32219886,0,0,7.5968277,0,0,0,6.13575236,0,0,8.05559824,0,0,0,0,8.36129945,0,6.09037783,8.34194545,0,5.32735095,9.2411308,0,9.82406065,8.31748556,8.80350854,7.76236801,8.02643621,7.38678709,8.81090162,8.25281241,0,0,7.70415127,4.97162717,8.01116981,8.64373765,0,0,9.21021077,0,0,0,6.15913178,0,9.27663856,7.45005919,3.02001824,0,0,2.13923694,7.25508691,8.4940422,0,7.35951086,0,5.88311358,0,4.10664104,0,0,4.57684167,0,0,0,0,0.470764979999998,0,0,0.300097610000002,0,5.29072604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22149734,0,0,0,0,0,0,0,0,0,0,9.8645467,0,0.0969531299999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532947279999998,0,0,0,0,0,0,0,0,0,0,0,1.86226946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"352","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_C6",8,8,0,0,6.68660886,0,0,0,0,8.24734698,0,0,0,0,0,9.87430558,6.14073038,9.52552441,0,0,0,0,0,0,0,0,0,2.86940676,0,0,0,0,0,5.59901428,0,8.09573652,0,8.48928102,8.2260103,7.16948192,8.34654358,7.74939404,0,8.21704407,6.05387273,7.38285683,8.12763539,8.1008362,6.93087056,9.5093062,8.52136629,0,5.01527189,8.660315,4.30455914,8.21811485,7.45168655,0,3.89287635,7.72119195,0,7.42825963,0,6.07021871,0,9.22176244,7.40482679,0,5.49875895,5.12184756,1.08937107,8.51048917,5.74049896,0,4.71842312,0,5.6728868,0,4.11901842,0,3.06594153,3.86914762,0,3.45330738,0,0,0,0,0,0,8.28306505,2.35307151,0,0,0,0,0,0,0,0,0,0.871123619999999,0,0,0,0,1.80050492,0,0,0,0,0,0,0,0,0,0,0,0,9.57782233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"144","tissue","RUS010","uninfl","tissue.RUS010.uninfl","tissue.RUS010.uninfl.FZ","tissue.RUS010.uninfl.","FZ_RNA_UCM_HU_20211027_P1_SEEP05_CH_JD_RUS010_2W-UI-CO-SIGM-ALL_MAIT_5OPRU_G6",8,8,0,0,5.84467613,0,0,0,0,3.07056884,0,0,0,0,0,10.76245225,5.26726223,10.03564605,0,11.93527507,0,0,0,7.1320425,1.95971654,0,0,0,0,0,0,0,0,1.95258051,0,9.78208165,0,6.81287668,0,0,4.30870665,9.35067509,0,9.55429612,5.94158885,7.17268949,8.85936591,8.08692662,6.37594396,8.1461783,7.75079105,0,6.94212372,8.23387048,3.86025889,7.31458785,7.693497,6.34384346,0,0,0,0,6.82136835,4.75250153,0,9.02210211,9.20013969,8.37201003,0,6.07894373,4.70638632,8.77793382,8.10684293,0,0,0,0,0,0,0,0,6.14287334,0,3.05189248,3.76268607,0.642666800000001,3.63359971,4.4301954,0,0,3.24112538,2.44903761,5.96782814,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04849004,0,0,0,0,0,0,0,0,0,0,0,0,10.20761787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28416238,0,0,0,0,0,0,0,0,0,0,0,6.1069349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"458","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_B5",8,8,0,0,6.0149863,0,0,0,0,7.31195899,0,0,0,0,0,9.90130454,6.55485758,9.40416263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41175591,0,7.14253403,0,9.36897474,9.19143949,9.5248169,8.60192325,9.67171535,0,8.20943983,6.60952444,6.33838914,6.90026976,8.02913786,7.85921782,8.70038328,8.54091531,0,6.13934461,3.34103917,4.49579578,7.76007264,8.46941185,8.45007363,0,7.768053,0,8.31792104,0,6.96078616,0,8.1290857,8.75832042,0,5.96929077,6.53907488,1.75963194,4.66434877,7.96291326,0,7.08172152,0,6.58088454,0,4.75733227,0,0,4.95170251,0,4.15259909,0,0,0,0,0,0,0,3.44276565,0,0,0,0,0,0,0,0,0,0.88922912,0,0,0,0,1.66081405,0,7.12317982,0,0,0,0,0,0,0,0,0,0,9.56492173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"410","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_F2",8,8,0,0,3.31172127,0,7.9235602,1.11681102,0,0,0,0,0,7.05882082,0,9.67950249,8.76953895,9.69301939,0,0,0,0,0,0,0,2.98160136,0,7.94890327,0,0,0,0,0,1.90868711,0,10.12561224,0,8.90532674,5.71532021,5.17876579,8.36812104,8.46819066,0,9.59993983,8.15104907,0,10.09649107,8.46842052,7.98198558,4.35399297,6.59244209,0,6.70399715,0,4.9770396,9.81637417,4.30282584,6.87736861,3.98000138,0,0,0,0,5.02333255,0,2.06024272,10.21592549,2.81690137,0,7.77744572,0,8.5080267,0,0,2.60882286,0,6.46302229,0,2.2167756,0,0,3.67134806,0,3.09906719,2.71686937,3.12585042,7.06177917,0,0,0,6.10082299,4.99256719,0,0,1.57925235,0,0,0,0,0,0,0,0,0,0,0,3.29638135,8.4713587,0,0,0,0,0,0,3.84473841,0,0,2.79044305,0,11.55629404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346664629999999,0,0,0,0,0,0,0,0,0,0,0,4.4803893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"466","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_F3",8,8,0,0,7.21051589,0,0,0,0,0,0,0,0,0,0,9.61808495,7.1870373,8.84264282,0,0,0,0,0,0,0,0,0,1.1667787,0,0,0,0,0,5.67012835,0,8.14348008,0,9.29432424,9.04777183,9.25838027,8.68875221,8.8155091,0,8.54557916,7.62402887,6.80844667,7.76125065,8.58044115,6.82562909,9.60421867,4.89166082,0,4.95638245,8.10437568,4.2733269,7.85372167,8.03641276,8.04678069,4.94339298,7.11672675,0,8.18433014,0,5.9135472,0,8.97356917,8.28227006,0,6.1595045,4.96456302,0.815960879999999,8.18092328,7.97397125,0,6.21848958,0,6.29571386,0,3.77476683,0,0,5.01401046,0,3.18730853,0,0,0,0,0,0,7.36005806,4.14403144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10293719,0,0,0,0,0,0,0,0,0,0,0,0,9.70673211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"464","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_E4",8,8,0,0,5.76223379,0,0,0,0,5.89484535,0,0,0,0,0,10.18169118,6.98325117,9.81304117,0,0,0,0,0,0,0,0,0,1.56393327,0,0,0,0,0,5.5342535,0,6.51358352,0,8.28175342,9.23812314,9.34427895,7.59882015,9.56302916,0,9.11248024,6.90854786,0.334947710000002,6.11951375,8.46056802,7.54214309,9.73939473,7.89056202,0,5.21122014,8.44696913,5.08514134,8.66726003,8.47000433,8.98053781,6.20231272,8.07466689,0,7.95901447,0,7.65412475,0,9.15111727,9.08904007,0,4.27014176,4.94902571,0,7.91133209,0,0,6.93953963,0,7.19245911,0,3.09843097,0,0,5.02364435,0,1.99156711,0,0,0,0,0,0,8.2985452,3.39809986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80789451,0,0,0,0,0,0,0,0,0,0,0,0,9.95303329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08058274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"463","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_E3",8,8,0,0,6.40528638,0,0,0,0,6.96007333,0,0,0,0,0,10.06953157,5.39827277,9.64590646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54702349,0,7.42873417,0,6.85663618,7.27860546,9.35161738,6.18407094,9.6149057,0,8.55671976,7.22874044,0,6.96605727,8.67314661,7.69395871,9.36994115,8.00524662,0,5.3790931,8.66875246,5.32065193,8.72836088,7.80636765,9.16696488,5.32806608,6.09710345,0,9.19470179,0,7.80408863,0,8.26704943,8.21684334,0.0486825000000017,7.94651413,5.31112125,1.83079487,6.63344135,9.07943649,0,6.00412704,0,5.01144039,0,5.41726031,0,0,5.14924294,0,1.56393439,0,0,0,0,0,0,8.24923349,3.71608376,0,0,0,0,0,0,0,0,0,1.66354708,0,0,0,0,1.65964158,0,0,0,0,0,0,0,0,0,0,0,0,8.9784186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"441","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1W-UI-CO-SIGM-LPL_MAIT_5OPRU_C1",8,8,0,6.61644418,6.09712475,0,0,0,0,4.94672807,0,0,6.77979658,0,0,9.62993149,5.41633385,8.99815836,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01160395,0,6.45563534,0,7.35321392,0,8.20453101,8.8720151,9.163234,7.51097373,9.35236393,0,7.94091859,6.04183394,0,7.14805421,7.89503004,7.48783748,9.34651149,8.05004348,0,4.66714646,8.03087005,4.85421787,8.42926333,7.20117803,7.2561997,4.79739338,6.58747584,0,8.82754905,0,6.32882202,0,8.75676353,7.58957406,0,5.89896628,4.47546883,0.239243900000002,7.94503601,8.70375716,0,6.36755904,0,4.08782795,0,0,0,0,4.25475419,0,4.05179547,0,0,0,0,0,0,7.52022239,0.241205069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66324435,0,4.08280003,0,0,0,0,0,0,0,0,0,0,8.92776726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60685415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"360","tissue","RUS013","infl","tissue.RUS013.infl","tissue.RUS013.infl.FR","tissue.RUS013.infl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_1R-I-CO-RECT-LPL_MAIT_5OPRU_F6",8,8,0,0,5.9467503,0,0,0,0,7.74058741,4.65303474,0,0,0,0,9.89880333,5.33071209,9.56257555,0,0,0,0,0,8.36455071,0,0,0,0,0,0,0,0,0,7.59780438,0,9.02439482,0,8.74583999,8.99952906,8.9043402,8.24310931,9.45416707,0,7.9970994,6.5782095,0,8.8048617,8.31558075,7.87178193,9.34838289,7.07112157,0,5.35818378,7.41288619,3.99744932,8.35188184,8.42450672,8.86669225,5.48080205,7.69811153,0,8.46495381,0,7.30014296,0,8.84773181,7.94586577,0,2.27164808,5.25968911,0,3.14097506,0,0,6.27534649,0,3.58239259,0,0.413355450000001,0,0,4.43271872,0,4.44862047,0,0,0,0,0,0,7.18796724,4.51076253,0,0,0,0,0,0,0,0,0,1.17791592,0,0,0,6.12813279,0,0,0,0,0,0,0,0,0,0,0,1.55431974,0,9.29505984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
"462","tissue","RUS013","uninfl","tissue.RUS013.uninfl","tissue.RUS013.uninfl.FR","tissue.RUS013.uninfl.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_2W-UI-CO-DESC-LPL_MAIT_5OPRU_D5",8,8,0,0,6.8494428,0,8.12237723,0,0,7.27835731,0,0,0,0,0,8.26368425,6.31018159,7.94537514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43146514,0,6.43169245,0,8.35895914,9.21120193,8.25904802,7.81223076,9.24756471,0,9.07263165,6.14234448,0,6.30778333,8.73088308,7.56419478,9.60952665,5.91747288,0,4.75070021,7.8978694,4.29049606,8.89219448,8.51580931,9.41982807,0,6.83807179,0,5.34204073,0,6.99588225,0,8.17185234,9.27073076,0.773404930000002,8.61862808,4.57004666,0.590751229999999,6.89467718,8.4307291,0,6.15416892,0,5.66833139,0,5.34767299,0,0,5.72962716,0,3.58925636,0,0,0,0,0,0,7.40938301,3.1887953,0,0,0,0,0,0,0,0,0,2.30021867,0,0,0,0,2.34973192,0,0,0,0,0,0,0,0,0,0,0,0,9.46830017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UCM-PED"
